Review,AMBIENCE,QUALITY,PRICES,LOCATION,SERVICE
"Khách sạn có vị trí tốt, không gian đẹp. Nhân viên khách sạn phục vụ rất nhiệt tình. Giá cả rất hợp lý. Tuy nhiên, phòng ốc hơi nhỏ nên chưa được thoáng mát.",0,0,1,1,1
Nhìn chung tôi thấy từ chất lượng phòng đến chất lượng dịch vụ đều tạm ổn. Phù hợp với giá cả.,0,1,1,0,0
"Khách sạn này hoàn toàn nằm ở trung tâm của thành phố. Tôi đã ở khách sạn trong vòng 1 tuần, phòng sạch sẽ, luôn được dọn dẹp mỗi ngày, phù hợp với chuyến đi du lịch dài ngày của tôi. Giá cả lại hợp lý với chất lượng nên tôi không có gì để phàn nàn.",0,0,1,1,0
"Tôi rất hài lòng về khách sạn này về cách phục vụ, giá cả cũng như quan cảnh xung quanh. Nơi đây thoáng mát, không khí trong lành dễ chịu. Tuy phòng hơi nhỏ nhưng rất sạch sẽ và tiện nghi. Cách phục vụ của nhân viên vô cùng niềm nở tận tình. Giá cả cũng rất hợp lý, phù hợp nhiều đối tượng.",0,0,1,1,1
"Khách sạn Lavender Nha Trang hơi nhỏ, nằm trong hẻm, không có chỗ đậu xe hơi nên không tiện cho việc đi lại. Nằm ở trung tâm, hơi giống khu Tây ba lô nên chỉ thuận tiện cho khách đến chỉ để ở, ngủ. Khách sạn còn mới, nhân viên thân thiện. Khi book 2 phòng gia đình thì cần cố gắng sắp xếp để 2 phòng cạnh nhau.",0,1,0,1,1
Khách sạn Lavender Nha Trang có 1 công trình xây dựng nên rất ồn và buổi sáng sớm. 7h30 đã bị đánh thức bởi công trường hoạt động. Khi gọi xuống quầy lễ tân thì nhân viên có vẻ rất khó chịu mặc dù tôi biết là lí do khách quan.Tuy nhiên khách sạn khá mới và sạch sẽ.Cảm ơn Chudu24!,0,0,0,0,1
"Chúng tôi có đặt phòng Khách sạn Lavender Nha Trang check in ngày 29/4.Khi tới ks tôi đã cẩn thận gọi trước xem có sẵn phòng chưa rồi mới đến vì ngày lễ thường đông khách. Nhưng khi tới tôi hỏi nhân viên báo chưa có phòng, hỏi lại nhân viên lễ tân thì rất có thái độ khó chịu, không thèm trả lời. Quản lí nên xem xét lại cách phục vụ khách. 1 chút ý kiến đóng góp! Phòng mới, sạch sẽ, buffet ăn sáng đc. Cảm ơn Chudu24!",0,1,0,0,1
"Tôi và chồng có kỳ lưu trú tại Khách sạn Lavender Nha Trang, phòng ok và nhân viên lễ tân rất dễ thương và lịch sự, chỉ có 1 điều khiến vợ chồng tôi cực kỳ khó chịu đó là nhân viên dọn dẹp phòng, buối sáng trước khi ra khỏi phòng chúng tôi thấy vẫn còn 2 cái khăn tắm, nhưng sau khi về lại phòng thì chỉ còn lại 1 khăn tắm, tôi gọi điện cho lễ tân báo sau khi nhân viên dọn phòng xong thì phòng chỉ còn 1 cái khăn tắm, sau đó cô nhân viên dọn phòng lên nói với vợ chồng tôi là cô ấy chỉ thấy 1 khăn thôi và chồng tôi cực kỳ tức giận hỏi cô ấy có muốn kiểm tra hành lý của chúng tôi không? Sau đó cô ấy lại bảo khăn tắm ở đây mới và dày nhiều khách thích mang đi tắm biển và hay làm mất Rất bực mình vì ý của cô này được hiểu là hai vợ chồng tôi gian dối chỉ vì một cái khăn, điều này thật sự là không đáng. Tôi nghĩ là khách sạn nên có cách xử lý thỏa đáng khi có việc tương tự xảy ra như vậy, nhân viên này nên có cách nói chuyện lịch sự và tôn trọng khách hàng, đừng để 1 con sâu làm rầu nồi canh mà làm mất hình ảnh của khách sạn.",0,0,0,0,1
"Khách sạn Lavender có phòng đẹp, màu tím cũng rất đáng yêu. Nhưng diện tích phòng thì quá bé, chật chội. View nhìn từ khách sạn cũng rất thích. Vị trí ngay sát biển rất thuân lợi.",0,0,0,1,0
"Phòng tôi đặt là hướng biển nhưng khi đến nơi khách sạn bảo hết phòng và cho tôi phòng hướng vào trong tôi không được ưng ý. Phòng ở thì đẹp, sạch và thoáng. Nhân viên ở đây cũng dễ thương.",0,0,0,0,1
"Khách sạn Lavender khá là tốt. Vào dịp cao điểm mà khách sạn lại không tăng giá. Đón tiếp và hổ trợ khách chu đáo, nhiệt tình. Phòng thì được trang trí dễ thương, sạch và thoáng. Khách sạn lại nằm gần biển nên mọi sinh hoạt vui chơi đều gặp thuận lợi.",0,0,1,1,1
"Khách sạn có phòng khá đẹp, rộng rãi và sạch sẽ. Nhân viên ở đây khá nhiệt tình. Nhưng thức ăn sáng ở khách sạn không ngon. Giá cả phải chăng.",0,1,1,0,1
"Khách sạn có vị trí khá lí tưởng gần biển và gần khu phố tây rất tiện cho việc đi lại, mua sắm và tắm biển. Khung nhìn từ khách sạn khá đẹp. Phòng đẹp, sạch và đầy đủ tiện nghi.",1,0,0,1,0
Vị trí của khách sạn rất là thuận cho vui chơi và đi lại. Phòng cũng đẹp và sạch sẽ. Giá cả nơi đây thật sự rất rẻ. Tôi đã có chuyến du lịch thật thú vị và tiết kiệm.,0,0,1,1,0
"Đây là 1 khách sạn nhỏ, mới được xây dựng vào năm 2013. Các phòng đều sạch sẽ, chăn mới, khăn mới, gạch mới... tất cả còn rất mới. Nhân viên nhiệt tình. CHúng tôi cảm thấy thoải mái khi nghỉ tại đây.",1,0,0,0,1
"Vị Trí cũng tương đối không gần cũng không xa lắm, phòng ốc thì sạch sẽ và tiện nghi, thái độ nhân viên khá tốt và nhiệt tình",0,0,0,1,1
"Nhà nghỉ mới xây nên còn mới và sạch sẽ, thiết kế hiện đại, rộng rãi. Nhà nghỉ chỉ có 1 tầng nên rất thuận tiện không phải lên xuống cầu thang. Vị trí tốt, đi bộ qua đường 1 chút là tới biển. Nhân viên nhiệt tình. Tuy nhiên, nhà nghỉ không có nhà hàng nên muốn ăn uống phải ra ngoài.",0,1,0,1,1
"rộng rãi, vị trí tốt, sạch",0,0,0,1,0
"phòng thoải mái, gần biển, nhân viên thân thiện",0,0,0,1,1
"vị trí tốt Mong phía ks xem xét lại thiết bị phòng còn nhiều thiếu xót, đặt biệt phòng tắm quá tệ, giá cả phòng , nếu tiêu chuẩn 3* thì ok.",1,1,1,1,0
"Gần bãi biển, phòng rộng rãi, có phòng dành cho gia đình (4 khách) Nhân viên và bảo vệ khách sạn vui vẻ, nơi ở sạch sẽ và rất gần biển.",0,0,0,1,1
"Sân đỗ xe rộng, thoáng Không gian tốt, địa điểm thuận lợi, có thể đi bộ tắm biểnNhựoc điểm là nội thất đầu tư chưa tốt. Nếu nội thất được chăm chút tý nữa thì ok. Giá phòng ngày lễ ok, nhưng đối với ngày thường thì nên có chính sách giá tốt hơn. Lời khuyên về đặc điểm khách sạn: phù hợp gia đình đi tắm biển",0,1,1,1,0
"khach san rat gan bien , co the di bo dat qua Agoda khong bi phu thu vao ngay t7.gia phong tot khach san rat gan bien",0,0,1,1,0
"KS yen tinh, phuc vu niem no phòng gan khu vuc dang sua chua nen nhieu bui, tu quan ao nang mui vecni; co de trà va cafe nhung lai khong co binh nau nuoc? noi chung chi đạt, khong good lam Lời khuyên về đặc điểm khách sạn: Ks o khu vuc yen tinh, cac dieu kien binh thuong... o duoc",1,0,0,0,1
"Hai điểm không hài lòng ở Khách sạn Thanh Thủy Vũng Tàu1. Tài xế xe mình thuê (đoàn 12 người) không được khách sạn lo chỗ nghỉ & ăn uống.Lễ tân giải thích do mình đặt phòng từ trước nên phải tự lo. Và phụ thụ mình 200.000đ (tài xế).2. Thực đơn ăn sáng quá ít, 8h ăn sáng mà hết thức uống (sữa đậu nành, cafe).Còn lại tất cả đều tốt.Nếu khách sạn có chính sách như nhau, không phân biệt khách hàng thì nhất định mình sẽ quay trở lại!Cám ơn rất nhiều!",0,0,1,0,1
"Vị trí Khách sạn Thanh Thủy Vũng Tàu gần bãi tắm rất tiện lợi, mình thuê 3 phòng Standard, tuy nhiên 1 phòng không có bàn ghế, ổ khóa cũng muốn hư, nền lót thảm thật sự nhìn không sạch, còn 1 phòng khách trước làm đổ nước từ tủ lạnh xuống nền, để nguyên cái khăn tắm thấm nước vậy luôn. Trước đó mình thuê phòng Superior nền gạch men thấy ổn hơn.",1,0,0,1,0
"Khách sạn Thanh Thủy Vũng Tàu cần chỉnh trang lại cơ sở vật chất phòng nghỉ.Khoá WC lắp ngược, khách sạn phải lưu tâm những thứ nhỏ như vậy, tuy nhỏ nhưng ảnh hưởng lớn tới người sử dụng.",1,0,0,0,0
"Ăn sáng ít món, món ăn hết sớm. Tệ nhất là các phòng đầu dãy không bắt được wifi.",0,1,0,0,0
"Vị trí: OK, không sát biển Vũng Tàu nhưng đi bộ cỡ 10 là tới, khu vực yên tĩnh.Phòng: Tốt, có view hướng ra mắt đường, giá mini bar hợp lý.Nhân viên: Khách sạn Thanh Thủy Vũng Tàu không có nhiều nhân viên, khách check in phải tự đem hành lý lên & không có nhận việc mang hành lý lên phòng cho khách như những khách sạn 3 sao khác.Ăn sáng: Bình thường Cảm ơn Chudu24 & Ms. Thanh nhiều nhé. Hy vọng sẽ ủng hộ Chudu24 thêm nhiều nữa.",0,1,1,1,1
"Khách sạn tốt, vị trí ngay gần biển, dịch vụ phòng tốt, các nhân viên cực kỳ dễ thương từ bảo vệ, lễ tân, nhà hàng, tới phục vụ phòng. Nhà hàng tuy ít món nhưng nấu rất ngon.Chắc chắn tôi sẽ quay lại khách sạn Thanh Thủy trong thời gian tới.",0,1,0,1,1
"Khách sạn sạch sẽ, nội thất đầy đủ của khách sạn 3 sao. Giường sạch sẽ và êm ái. Khu vực phòng yên tĩnh. Buffet sáng vừa miệng, đủ chất.Một góp ý nho nhỏ là thứ nhất: nhân viên lễ tân hơi tiết kiệm nụ cười. Thứ hai là sự thiếu chuyên nghiệp trong việc sắp xếp chỗ cho tài xế : Mình đến khách sạn lúc 11g nhân viên báo chưa có phòng, mình ok và ra biển chơi và có nhờ lễ tân đăng ký chỗ ở cho tài xế. Tuy nhiên đến lúc nhận phòng (15g) thì tài xế vào phòng thì có 7 giường nhưng 9 người ở. Tài xế ra hỏi lễ tân thì lễ tân bảo do mình nhận phòng trễ. Do đó tài xế nhà mình phải ra khách sạn bên ngoài ở. Tuy nhiên, khách sạn vẫn cho tài xế mình suất ăn sáng, điều này làm mình hài lòng.",1,1,0,0,1
"- Trang thiết bị trong phòng không tốt lắm, tivi vẫn còn sử dụng model đời cũ...tiêu chuẩn như 3 sao thì tv phải sử dụng LCD.- Nhân viên tiếp tân chưa tư vấn cho khách nhiệt tình về các dịch vụ và khuyến mại của khách sạn",1,1,0,0,1
"Khách sạn mới, đẹp, lịch sự. Dịch vụ tốt. Điểm tâm sáng ngon. Cảm ơn Thủy Chudu24 đã giới thiệu cho chị Mai.",0,1,0,0,1
"Khách sạn phục vụ tốt, ăn sáng được nhưng không có cảnh quan xung quanh. Đặc biệt phòng có mùi hôi từ cống xông lên rất khó chịu mặc dù được xử lý nhiều lần nhưng không hết. Không có chỗ để ngồi khi bạn muốn họp mặt, liên hoan nhóm. So sánh tiện nghi với giá tiền phòng là hơi cao, chắc sẽ không bao giờ quay lại khách sạn này.",0,1,1,0,1
"Khách sạn Thanh Thủy giá hợp lý (book qua Chudu24), phòng ốc sạch sẽ, buffet buổi sáng ngon, nhân viên Chudu24 (chị Hải) tư vấn tốt, nhiệt tình",0,1,1,0,0
"Phòng 4 người thì rất good, view đẹp, diện tích phòng lại to, có trải thảm mình rất là thích, có thể ngồi bẹt xuống đất lúc nào cũng được, cả nhóm mình ai cũng thích hết. Riêng phòng 2 người 701 thiết bị hơi cũ, remote máy lạnh bấm chẳng ăn gì cả, mặc dù đã báo sửa chửa nhưng không ăn thua gì, tolet thì có mùi khó chịu, đèn tolet bị hư 1 bóng mà chẳng chịu thay mới, nếu phòng có nhiều thêm đèn sáng thì hay hơn. Ăn sáng ít người phục vụ quá nên thức ăn lên kg đáp ứng đc nhanh, phải chờ đợi, ly thì kg cho vào khây mà úp trên khăn trải bàn. Mình mong Khách sạn&nbspsớm improve những điểm nói trên, nhìn chung cũng rất ok, giá cả phù hợp, nếu có dịp đi nửa thì mình cũng sẽ chọn Khách sạn Thanh Thủy&nbspvì giá và diện tích phòng rất ok. Thanks",1,1,1,0,1
"- Chudu24: dịch vụ tốt- Khách sạn: phòng khá sạch, trang thiết bị bình thường, nhưng có hiện tượng xuống cấp, cần nâng cấp, nhân viên nhiệt tình, buffet sáng không được ngon",1,1,0,0,1
"Tôi vừa ở Khách Sạn Thanh Thủy cùng con gái 05 tuổi, Nhân viên thì OK, còn chất lượng phòng kém . Phòng 401Không tu sửa những vật dụng nhỏ nhặt để hoàn chỉnh hơn dịch vụ.1/ Máy lạnh chạy 24 tiếng vẫn chưa mát2/ Vòi nước tắm và rửa mặt nước chảy chán quá, trong khi vòi nước vệ sinh nước rất mạnh nhưng vòi thì treo ngược bên kia.3/ Để cafe trà nhiều ( tuy mất tiền ) nhưng nước nóng dùng cho nó thì không có. Tôi nghĩ khách sạn nên có bảo dưỡng và bảo trì những điều đó để phục vụ khách tốt hơn.Mặc dù nó nhỏ nhưng họ vẫn phải trả tiền mong nhận được những đều bình thường trong cuộc sống khi đi du lịch và họ còn muốn quay lại đó thêm lần nữa.Quang",1,1,0,0,1
"Phục vụ ăn sáng cần chủ động hơn, cần trang bị bình nấu nước trong phòng",1,0,0,0,1
