Review,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
"Hayir, çok taze ve lezzetliydi.",0,0,0,0,0,1,0,0,0,0,0,0
Beklentimin üstündeydi.,0,0,0,0,0,0,0,0,1,0,0,0
Her yönüyle ideal - Bizim okula çok yakin oldugu için çok sik gittigimiz bir yerdir ve muhtesemdir zaten manzarasi.,1,0,0,0,0,0,0,0,1,0,0,0
Yazin daha zevkli oluyor manzaraya karsi oturmasi.,1,0,0,0,0,0,0,0,0,0,0,0
Marmara ögrencilerine de indirimli fiyat uygulamasi var.,0,0,0,0,0,0,0,0,0,0,1,0
O yüzden de bizim için avantajli oluyor.,0,0,0,0,0,0,0,0,0,0,1,0
"Gözleme yapan teyzeler de var bu yil, kumpir servisine de basladilar.",0,0,0,0,0,0,1,0,0,0,0,0
Kuaförü de çok ucuz ve iyi ayrica.,0,0,0,0,0,0,0,0,0,1,0,0
Daha ne olsun =),0,0,0,0,0,0,0,0,1,0,0,0
Güzel manzara ancak fiyat performans olarak mutfak yeterli değil.,1,0,0,0,0,1,0,0,0,0,0,0
Bu kadar ünlü olmasını reklama bağlıyorum çünkü çok daha iyi deniz ürünlerini daha uygun fiyatlarla yiyebileceğiniz bir sürü yer var İstanbul'da.,0,0,0,0,1,1,0,0,0,0,0,0
Paranız çoksa deneyin ama şart da değil:,0,0,0,0,0,0,0,0,1,0,0,0
Döner güzel ok ama giderek daha kalabalik hale hatta sisen restoranda omuz omuza kolunuzu kipirdatamadan feci bir gürültü içinde yemek yemek zorunda kaliyorsunuz.,1,0,0,0,0,1,0,0,0,0,0,0
"Sicak bir ortam - Yeri iyi olmasa da, zevkli dösenmis, yemekleri sunum ve tat açisindan tatmin edici, renkli bir mekan.",1,0,0,0,0,1,1,1,0,0,0,0
Sira bekleme olayi ise çok kötü...,0,0,0,0,0,0,0,0,0,0,0,1
Aci sevmeyenlere uygun bir mekan degil.,0,0,0,0,0,0,0,0,1,0,0,0
"Manzara muhtesem,ortam güzel ama bir karisik köfte tabagi acili köfteyle geliyorsa,fajita da aciysa bana uygun degil.",1,0,0,0,0,1,0,0,0,0,0,0
Sadece meze yiyin.,0,0,0,0,0,1,0,0,0,0,0,0
Her hafta gelmeye çalışıyoruz.,0,0,0,0,0,0,0,0,1,0,0,0
"Bütün balıkları değişik soslarla pişirip getiriyorlar, siz dur diyene kadar da mezeler gelmeye devam ediyor.",0,0,0,0,0,0,1,0,0,0,0,0
Balığın fast food gibi yenildiği yer.,0,0,0,0,0,0,1,0,0,0,0,0
Yavaş yavaş balık keyfi yapmak isterseniz önermem.,0,0,0,0,0,0,1,0,0,0,0,0
Servisi çok hızlı.,0,0,0,0,0,0,0,0,0,0,0,1
Mısır ekmeği de sıcacık bayılıyorum.,0,0,0,0,0,1,0,0,0,0,0,0
"60 çeşit çay, ruh dinlendirici müzikler, keyifli ortam, hayal kırıklığı yaratan Mizuno Pudding ve farklı da olsa alt tarafı çay içmiştim, bu hesap da ne şimdi dedirten bir hesap :",1,1,0,1,0,1,0,0,0,0,0,0
"Hem çok keyif almıştım, hem de yok yok bir çay için bu kadar paraya değmez demiştim ve öve öve bitirilmeyen Mizuno Pudding'i beğenmemiştim.",0,1,0,0,0,1,0,0,1,0,0,0
Neden şimdiye kadar gelmemişim dedim.,0,0,0,0,0,0,0,0,1,0,0,0
Servisten de oldukça memnun kaldık.,0,0,0,0,0,0,0,0,0,0,0,1
Biz erken saatte gittik ama akşamları romantik bir yemek için oldukça ideal bir mekan...,1,0,0,0,0,0,0,0,0,0,0,0
Hangi gün hangi saat gidilse kalabalıktan kurtulmak mümkün değil.,1,0,0,0,0,0,0,0,0,0,0,0
Çoluğu çocuğu toplayan ev hanımları grupları mekana olan ilgiyi azaltıyor.,1,0,0,0,0,0,0,0,0,0,0,0
Garsonlar iyi.,0,0,0,0,0,0,0,0,0,0,0,1
"Ansiklopedi kalinliginda menuyu getirip siparisinizi vermek istediginizde o yok, bu uok,su kalmadi seklinde ifadelerle birturlu istediginiz tatliyi yiyemediginiz mekan isletmecisine konuyu ilettiginizde yapacak birseyleri olmadigini buyuk rahatlikla dile getiren , garsonlarinin sattiklari urunden haberdar olmayip isteklerinizi yerine gec veya yanlis getirmeleride cabasi.",0,0,0,0,0,0,1,0,0,0,0,1
Kesinlikle tavsiye etmiyorum.,0,0,0,0,0,0,0,0,1,0,0,0
Diğer şubesinin efsaneleşen hikayelerinin ardından defalarca hep belirli sebeplerle geldiğimiz Eleos bence cidden abartılıyor.,0,0,0,0,0,0,0,0,1,0,0,0
Yeşilköy şubesini bilemem ama burası standart üzerinde yine de o fiyatlar bence çok saçma.,0,0,0,0,0,0,0,0,0,0,1,0
Ayrıca fix menü zorlaması gibi en sinir bozucu uygulamayı burada normalleştirmiş durumdalar.,0,0,0,0,0,0,1,0,0,0,0,0
Mezeler de vasatın üzerinde.,0,0,0,0,0,1,0,0,0,0,0,0
Balkon/teras bölümü de cidden çok küçük.,1,0,0,0,0,0,0,0,0,0,0,0
Her zaman gittigim ve servisi her zaman igrenc olan bu mekan artiik iyice rezalet sinirlarini zorlamis.,0,0,0,0,0,0,0,0,1,0,0,1
Mekanin isletmecisi beyin tavri tarzi konusmasi uslubu ve terbiyesi yerlerde.,0,0,0,0,0,0,0,0,0,0,0,1
Mekanin populerligi yuzunden rahatlar sanirim ama bu rahatlikla populerligi kisa surede kaybederler.,0,0,0,0,0,0,0,0,1,0,0,0
Istanbulda tek manzara goren yer olmamakla beraber yemekleride son derece lezzetsiz.,1,0,0,0,0,1,0,0,0,0,0,0
Zaten bu saatten sonra sultan sofrasida kursa o isletmeciyle bu mekana bir daha adimimi atmam.,0,0,0,0,0,0,0,0,0,0,0,1
"Yemekler super lezzetli, ogle yemeginde cok kalabalik ama saat 2 sonrasinda rahat.",1,0,0,0,0,1,0,0,0,0,0,0
"Bir tabaga 5 farkli cesit isteyebilirsiniz, ozellikle bugday salatasi ve havuc salatasi muhtesem mutlaka deneyin",0,0,0,0,0,1,0,0,0,0,0,0
Istanbulda baklavanın adresi.,0,0,0,0,0,1,0,0,0,0,0,0
"Karaköyden, Eminönünden geçerken uğramalısınız.",0,0,0,0,0,0,0,0,1,0,0,0
Sadece baklava değil karışık tabak yaptırın.,0,0,0,0,0,1,0,0,0,0,0,0
Çikolatalı baklavayıda özellikle bayanlara tavsiye ederim,0,0,0,0,0,1,0,0,0,0,0,0
"yurtdisindan gelen misafirlerimi memnun etmesiyle,manzarasiyla ve tabii ki meze ve yemekleriyle begenimi kazanmis oldu gelinir tadilir calan muzikler guzel ayari sohbetle hos bir fon oluyor.",1,0,0,0,0,1,0,0,0,0,0,0
Burayi seviyorum gerçekten.,0,0,0,0,0,0,0,0,1,0,0,0
Hersey lezzetli statüsüne çok yakin.,0,0,0,0,0,1,0,0,0,0,0,0
Keyifli vakit geçirirsiniz emin olun.,0,0,0,0,0,0,0,0,1,0,0,0
"Bira dışında başka bir şey içmenizi istemeyen mekan, bira 7,8 lira iken votka 25, şarap 17.5...",0,1,0,0,0,0,0,0,0,0,0,0
"Onun dışında, belirli bir saatten sonra müzik sağır edici seviyeye ulaşmakta.",1,0,0,0,0,0,0,0,0,0,0,0
Balıklarından daha çok kendine has mezeleriyle ön plana çıkmış Alkolsüz bir Balıkçı .,0,0,0,0,0,0,1,0,0,0,0,0
mezeleri gerçekten standartların üzerinde mekan neredeyse her gün akşam saatlerinde yoğun oluyor .,0,0,0,0,0,1,0,0,0,0,0,0
bunun haricinde çalışanların ilgiside gayet iyi,0,0,0,0,0,0,0,0,0,0,0,1
Tam bir hayal kırıklığı.,0,0,0,0,0,0,0,0,1,0,0,0
Combo tabağı hayalleriyle gittik ve şaka gibi içinde iki üç parça olan çok lezzetsiz bir tabak geldi.,0,0,0,0,0,1,0,0,0,0,0,0
Hamburgerleri vasat.,0,0,0,0,0,1,0,0,0,0,0,0
Çok çok kötü,0,0,0,0,0,0,0,0,1,0,0,0
Sütiştir dedik kahvaltı yapalım dedik pişman olduk valla.,0,0,0,0,0,0,0,0,1,0,0,0
Porsiyonları çok küçük fiyatlar çok Pahalı.,1,0,0,0,0,0,1,0,0,0,0,0
Garsonlar ilgisiz çayları kötü.,0,0,1,0,0,0,0,0,0,0,0,1
Arada bir belki tatlı yemeye gidilebilir.,0,0,0,0,0,1,0,0,0,0,0,0
O da manzarası için.,1,0,0,0,0,0,0,0,0,0,0,0
Egzotik çayları seviyorsanız mutlaka uğramanız gereken bir mekan.,0,0,0,1,0,0,0,0,0,0,0,0
Bourbon vanilla ve Irish Malt tavsiye ettiğim çaylar arasında.,0,0,1,0,0,0,0,0,0,0,0,0
"Servis kaliteli, çalışanları ise inanılmaz ilgili.",0,0,0,0,0,0,0,0,0,0,0,1
Sevdiğiniz çayların bazılarını paket olarak satın alabiliyorsunuz da.,0,0,0,1,0,0,0,0,0,0,0,0
Mekandaki müzik seçimleri de harika.,1,0,0,0,0,0,0,0,0,0,0,0
Bazen inanılmaz kalabalık olabiliyor haliyle öyle günlerde serviste aksaklıklar yaşanabiliyor.,0,0,0,0,0,0,0,0,0,0,0,1
Mekan güzel ferah.,1,0,0,0,0,0,0,0,0,0,0,0
Servis çok hızlı.,0,0,0,0,0,0,0,0,0,0,0,1
Çok fazla çeşit var.,0,0,0,0,0,0,1,0,0,0,0,0
Bazı çeşitler kebapla çok alakasız olabiliyor.,0,0,0,0,0,0,1,0,0,0,0,0
Fiyatları makul.,0,0,0,0,0,0,0,0,0,0,1,0
Yemekler lezzetli,0,0,0,0,0,1,0,0,0,0,0,0
"Manzara güzel,yemekler güzel ama servis berbat.",1,0,0,0,0,1,0,0,0,0,0,1
Bir defa demlik çay içmek istedik musluk suyu ile yapmışlar küf kokuyordu.,0,0,1,0,0,0,0,0,0,0,0,0
Kısacası berbat.,0,0,0,0,0,0,0,0,1,0,0,0
"Mekani çok güzel, çesitler inanilmaz derecede bol ve lezzetli.",1,0,0,0,0,1,1,0,0,0,0,0
servisi gayet iyi.,0,0,0,0,0,0,0,0,0,0,0,1
"Tesis, Fethi Pasa korulugunun içinde yer aliyor.",0,0,0,0,0,0,0,1,0,0,0,0
Etler kalitesi ortalama.,0,0,0,0,0,1,0,0,0,0,0,0
Lezzet ortalama.,0,0,0,0,0,1,0,0,0,0,0,0
Neyle kıyaslanarak çok beğenildiğini merak ediyorum açıkçası.,0,0,0,0,0,0,0,0,1,0,0,0
Mekan güzel.,0,0,0,0,0,0,0,0,1,0,0,0
Bu et bu parayı asla hak etmiyor.,0,0,0,0,1,1,0,0,0,0,0,0
Kuru fasulye için gidilir.,0,0,0,0,0,1,0,0,0,0,0,0
Güzel yapıyorlar.,0,0,0,0,0,1,0,0,0,0,0,0
"Pilav, ayran eşliğinde iyi bir menü.",0,0,0,0,0,1,0,0,0,0,0,0
"Ama servis konusunda personelinden memnun değilim, bu konuda kendilerini inş.",0,0,0,0,0,0,0,0,0,0,0,1
Mart ayinin son gunu bugun berbatti burasi.,0,0,0,0,0,0,0,0,1,0,0,0
"Kahvaltiliklar geldi cay yok gelen menemen bozuk domatesten,kokusu tadi yenecek gibi degil, yan masada surekli onu istemistik biz gelmedi diyip durdu bizim gibi.",0,0,0,0,0,1,1,0,0,0,0,0
Normalde sevdigim bir kahvalticiydi bgn ne yedigimi anladim ne bisi!,0,0,0,0,0,1,0,0,0,0,0,0
Nereye gitsek kararsızlığına düşmek üzereyken kurtarıcı olan mekandır Kütük Ev.,0,0,0,0,0,0,0,0,1,0,0,0
"İçeriden ve dışarıdan tamamen bir dağ evini andırmasıyla egzotik bir havaya sahip olan mekanda servis nispeten hızlı, fiyatlar pahalı değil, bahçesi güzel.",1,0,0,0,0,0,0,0,0,0,1,1
Kışın daha çok tercih edilebilecek bir yer ama yazın da gidilir gidilmesine.,0,0,0,0,0,0,0,0,1,0,0,0
Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik.,0,0,0,0,0,1,0,0,1,0,0,1
Ardindan en çok begendigim ise döner oldu.,0,0,0,0,0,1,0,0,0,0,0,0
Gayet lezzetliydi.,0,0,0,0,0,1,0,0,0,0,0,0
