Review,AMBIENCE,QUALITY,PRICES,LOCATION,SERVICE
"Ama servis konusunda personelinden memnun değilim, bu konuda kendilerini inş.",0,0,0,0,1
"Kahvaltiliklar geldi cay yok gelen menemen bozuk domatesten,kokusu tadi yenecek gibi degil, yan masada surekli onu istemistik biz gelmedi diyip durdu bizim gibi.",0,1,0,0,0
Normalde sevdigim bir kahvalticiydi bgn ne yedigimi anladim ne bisi!,0,1,0,0,0
"İçeriden ve dışarıdan tamamen bir dağ evini andırmasıyla egzotik bir havaya sahip olan mekanda servis nispeten hızlı, fiyatlar pahalı değil, bahçesi güzel.",1,0,1,0,1
Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik.,0,1,0,0,1
Ardindan en çok begendigim ise döner oldu.,0,1,0,0,0
Gayet lezzetliydi.,0,1,0,0,0
Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm.,0,1,0,0,0
Diger yediklerimizide begendim hepsi güzellerdi.,0,1,0,0,0
Kendi üretimleri manda yogurtlarinida denemenizde fayda var.,0,1,0,0,0
Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim.,0,1,0,0,0
"Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir.",0,0,1,1,1
Öncelikle ortamini çok begendim.,1,0,0,0,0
"Güzel, sik ve ferah bir ortami var.",1,0,0,0,0
Özellikle restorantin tam ortasindaki agaç çok hosuma gitti.,1,0,0,0,0
O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir.,1,0,0,0,0
Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi.,0,1,0,0,0
"Umdugumu degil buldugumu yedim - Arkadaslarim çok övdü, geldim yedim bitiremedim.",0,1,0,0,0
Yani güzel degildi.,0,1,0,0,0
Damak tadima hitap edemedi açikçasi.,0,1,0,0,0
Biberler kizartilmadan atilmis içine.,0,1,0,0,0
Bol yumurtali ve birkaç parça domates atilmis içine.,0,1,0,0,0
Adeta menemen degil biberli omlet olmus gibi.,0,1,0,0,0
Açik ayrani fena degildi.,0,1,0,0,0
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok.,1,1,1,0,0
hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,0,1,0,0,1
yukaridaki masaya ek olarak 3 bardak çay ve su dahil 42 tl ücret ödedik.,0,0,1,0,0
kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.,0,0,1,0,0
Etine eyvallah fakat fiyat konusunda çok uçuklar.,0,1,1,0,0
Biraz daha ortamini sik hale dönüstürürlerse daha fazla müsteri çekeceklerine eminim.,1,0,0,0,0
Bu kadar çok ve lezzetli çay çeşidini bir arada bulmak çok güzel.,0,1,0,0,0
"Karaköyün dar sokak aralarında, sokağa koyduğu masalarıyla insanı farklı bir atmosfere sürüklüyor.",1,0,0,1,0
Servis çok özenli ve güzel.,0,0,0,0,1
Kül tablalarının dolu ve pis durması bana Starbucks'ı hatırlattı.,0,0,0,0,1
Manzara'ya tabikide yıldızlı 5 !,1,0,0,0,0
Dekorasyon da bir o kadar güzel.,1,0,0,0,0
Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum.,1,0,1,0,0
Aşk-ı Memnu'yu tatmayan kalmasın!,0,1,0,0,0
Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.,0,1,0,0,0
yazın dısarıda yer bulması epey zor.,1,0,0,0,0
fakat kızartma combosu bir harika.,0,1,0,0,0
sürekli kalabalik nedeniyle servis oldukca yavas.,0,0,0,0,1
bazen bir hesabın gelmesi bile yarım saat sürebiliyor.,0,0,0,0,1
Parasıyla almıyormuş gibi davran panpa konsept esinmesi bülent ersoyun fevkinde,1,0,0,0,0
"3 arkadaş yaz başı gittik,döner kısma oturduk 7-8 dakika sipariş almaya gelen olmadı.",0,0,0,0,1
Bi dakka bekleyin işim var görüyorsunuz tarzı bir fırça.,0,0,0,0,1
Evet yemekler lezzetli ortam guzel fakat hafta sonu gittigimiz icin midir bilmemm cok kalabalikti.,1,1,0,0,0
Calisanlar pek ilgili degildi hesabi tam 17482 garsona soylememize ragmen yarim saat sonra geldi abartisiz.,0,0,0,0,1
içecek çeşitliliği konusunda biraz yetersiz ancak fiyat olarak tartışmasız çevresine göre çok çok ucuz.,0,0,1,0,0
Türk kahvesi de fena değil.,0,1,0,0,0
"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali.",1,0,1,0,1
Lezzet eh iste.,0,1,0,0,0
Ozetle manzara disinda bisey yok.,1,0,0,0,0
Bence burgerleri ve pizzasi Kanyon'da yenebilecek acik ara en iyi.,0,1,0,0,0
Adi her ne kadar pizzaci olsa da ne yazik ki pizzalar ortalama.,0,1,0,0,0
Num Num gerçegi - Yediginiz herseyin hakkini verdikleri bir gerçek.,0,1,0,0,0
Yemeklerin doyuruculugu ve lezzeti tartisilmaz ancak ögle saatlerinde yer bulmakta oldukça sikintili.,1,1,0,0,0
Manzaraya da sufleye de bayildik.,1,1,0,0,0
Karsida isiklariyla Rumeli Hisari ve köprü manzarasi esliginde bir aksamüstü Big Chefs'te oturmak çok keyifliydi.,1,0,0,0,0
"Sufle 13,5 lira, çay 4,5 lira.",0,0,1,0,0
Gençler ve ögrenciler için fiyatlari daha uygun tutmuslar.,0,0,1,0,0
Iftar menüsü 80 TL.,0,0,1,0,0
Ezogelin çorba çok tuzluydu.,0,1,0,0,0
Ve erken servis edildigi için iftara kadar sogudu.,0,0,0,0,1
Içli köfte ve pirzola güzeldi.,0,1,0,0,0
Servis elemanlari yetersiz oldugu için yavasti.,0,0,0,0,1
Her seyden öte böyle bir mekana bu tuvaletler hiç yakismiyor,1,0,0,0,0
"Bir yer düşünün ki içecekler bardakla geliyor, garsonlar suratsız ve Islak mendil bulunmuyor sebepsiz yere -_- buraya ne olmuş böyle !",0,0,0,0,1
"Civardaki restorantlardan pek bir farkı yok, servisi yavaş.",0,0,0,0,1
Sadece soya soslu somon başarılıydı.,0,1,0,0,0
"Kisin iç kismi dag evini animsatan, yazin bahçesi yesillikler icersinde ve ferah olan, açik büfe kahvaltisi zengin çesitleriyle bir hayli rabet gören, bunun haricinde genellikle nargile severlerin ugrak mekani olan tatli bir cafe.",1,0,0,0,0
"Utanmadan bozuk içli köfte, acilasmis tereyagi servis edebilen bir mekan...",0,1,0,0,0
Garsonu bu kadar uyardigimizda ise sadece iletirim dedi.,0,0,0,0,1
Özür bile dilemediler.,0,0,0,0,1
Machiato dediğim halde yerine espresso servis eden işletme.,0,0,0,0,1
"Boş bardak, fincan, tabak masada bekliyor, toplayan yok.",0,0,0,0,1
"Kirli, iyi yıkanmamış bardakla çay servisi.",0,0,0,0,1
Manzara satıyor burada da.,1,0,0,0,0
Ev yemekleri hergün farkli - Tipki anne eli degmis gibi lezzetli ev yemekleri...,0,1,0,0,0
Mekan çok küçük hemen doluyor.,1,0,0,0,0
Öglenleri yer bulamadigimiz çok oluyor.,0,0,0,0,1
Genelde ürünler lezzetli ve fiyat da uygun .,0,1,1,0,0
Öglen için tercih edilebilir ama 12yi çok geçirmemek gerekiyor...,0,0,0,0,1
"Cok guzel sirin bir mekan yemekler kokteyliler super manzara cok iyi, tabiki bu guzel seyler icin sira bekleyebilirsiniz.",1,1,0,0,0
Genel olarak mekan şirin.,1,0,0,0,0
Hayatımın en pahalı yemeğini yediğim restoran.,0,0,1,0,0
Yemekler lezzetli olmasına rağmen FSM köprüsünün başınızın üstünde zebellah gibi durması manzaranın keyfini kaçırmakta.,1,1,0,0,0
Vale hizmeti var.,0,0,0,0,1
Rock'n Roll burger yedim.,0,1,0,0,0
Burger ekmegi yumusamis dagiliyordu.,0,1,0,0,0
Icinde ki sos da pek bi istah acici degildi.,0,1,0,0,0
Ortami guzel gidilecekse onun icin gidelebilir.,1,0,0,0,0
"Mekan enteresan bir havaya sahip , haftaici aksamlari abiler ellerinde nargilelerle çayla muhabbetin dibine vururken.",1,0,0,0,0
Yemeklerini ve caylarini begendigim.,0,1,0,0,0
Fiyat olarak gayet mantikli bir isletme.,0,0,1,0,0
Bunun haricinde servis iyi garsonlar güleryüzlü ve rahat bir mekan.,1,0,0,0,1
Cuma iş çıkışı arkadaşlarla takılmalık bir mekan.,1,0,0,0,0
Çok fazla lezzetli alternatifi bulunan menüsünü seviyorum.,0,1,0,0,0
"Magnolia'sı ayrı, limonatası ayrı güzel.",0,1,0,0,0
Bir peynirli tostu bile çok özenle sunuyorlar.,0,0,0,0,1
Somon ızgarasına 4 puan.,0,1,0,0,0
Hem sağlıklı hem de doyurucu.,0,1,0,0,0
Güzel bir öğle yemeği molası.,0,1,0,0,0
Bahçesi de güzel.,1,0,0,0,0
Salıncağı bile var.,1,0,0,0,0
Yemek üzerine de soğuk kahve iyi gidiyor.,0,1,0,0,0
"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel.",1,0,0,1,1
Yemekleri de fena değil.,0,1,0,0,0
Tüm bu özelikleri göz önüne alınca fiyatlar çok makul geliyor.,0,0,1,0,0
Besiktaki en hakiki pideci diyebilirim.,0,1,0,0,0
ben bu yuzden tatli yemegi tercih etmedim.,0,1,0,0,0
fiyatlari 13-17 tl arasi porsiyonlari 1.5 olarak buyutmek de mumkun.,0,0,1,0,0
puanimdan sirf yavas yuzunden kisiyorum!,0,0,0,0,1
otobus duraginin hemen karsisinda yeri cok kolay.,0,0,0,1,0
porsiyonu tam malzemesi bol hamuru citir citir fakat servis icin ayni hosnutluktan bahsedemicem.,0,0,0,0,1
servis oldukca yavas.,0,0,0,0,1
yavas demek bile az kalir.,0,0,0,0,1
az vaktiniz varsa kesinlikle ogle saatlerinde ugramayiniz.,0,0,0,0,1
besiktas da yiyebilceniz en iyi pide ama odun atesinde pisenin yerini tutmuyor tabiki.,0,1,0,0,0
tatli secenekleri de mevcur sufle ve kunefe var menu de var da pide o kadar gec gelince insani tatli siparisi dusunduruyor.,0,0,0,0,1
Eski kalitesinde olmasada hala iyi diyelim talep çok olunca ister istemez kalite ve servis vasata düşüyor etleri kenfi çiftliklerinden otopark sorun fiatlar normal,0,0,1,0,1
"Manzarasi icin gidilesi cafe , cok fazla yazacak bisey yok.",1,0,0,0,0
fiyatlar standart seviyede.,0,0,1,0,0
otopark sorunu yok.,0,0,0,1,0
sessiz sakin ve huzurlu bir mekan.,1,0,0,0,0
Kuru fasulyesi lezzetli.,0,1,0,0,0
Sutlaci tavsiye edilir.,0,1,0,0,0
Köftesi de kaliteli.,0,1,0,0,0
Sade güzel bir yer.,1,0,0,0,0
Çalışanlar ilgili kibar.,0,0,0,0,1
Park sorunu ciddi.,0,0,0,1,0
Valesi var gerçi.,0,0,0,0,1
Masaya istenen sucuklu yumurtanın sucuğuna extra ücret istenmesi ayıp.,0,0,1,0,0
Mekanın lokasyonu on numara ama rezervasyonsuz deniz kenarı masa bulmanız imkansız.,0,0,0,1,0
"Böyle bir brunch için 59TL, 4 ince dilim sucuk için 5TL extra ücret mânâsız.",0,0,1,0,0
En son kabalık bir grup halinde gittiğimizde siparişlerde karışıklık olmuştu malesef.,0,0,0,0,1
"Tek kelimeyle muhtesem bir lezzet, doner kesimi tam olarak usta isi.",0,1,0,0,0
Yagsiz ve cok lezzetli.,0,1,0,0,0
Yaninda getirdikleri tandir lavasi ise bugune kadar yedigim en lezzetli lavas.,0,1,0,0,0
Oturdugunuz gibi siparisiniz aliniyor ve hemen servis yapilmaya baslaniyor.,0,0,0,0,1
Çünkü size oluru olmayan fiyatlar sunar.,0,0,1,0,0
İsim yapmıştır çünkü pahalı olduğu için kaliteli algısı yaratır .,0,0,1,0,0
"Bir ayvalık tostuna 20 tl , bir kavanoz tatlıya 20 tl vs. Yazan bu mekana kesinlikle gitmem .",0,0,1,0,0
Böyle mekanları biraz boş bırakmak lazım ki Fiyat skalasını biraz düşük aralığa taşısınlar !,0,0,1,0,0
"Tatlilar - Tatlilari çok güzel, tiramisu özellikle yenilmeli ama ana ögün kadar büyük geliyor dikkat!",0,1,0,0,0
"Unsuz çikolatali pastasi biraz agir, diyet yapanlar bulasmasin!",0,1,0,0,0
Yemeklerin tadi tuzu yok.,0,1,0,0,0
Ortam gürültüden ibaret.,1,0,0,0,0
Garsonlar TV izlemekten size bakmiyor.,0,0,0,0,1
