text,target,category,polarity,from,to
Op de grens tussen Nederland en België hebben we uitzonderlijk lekker geëten in een sfeervolle omgeving met een livebandje die de juiste toon vond en ons een heerlijke namiddag hebben bezorgd.,NULL~omgeving~,FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~,0~95~,0~103~
Dit is de 3de keer dat wij hier eten.
Het is een fantastische gelegenheid.,gelegenheid~,RESTAURANT#GENERAL~,positive~,24~,35~
Bij mooi weer buiten op de binnenplaats of aan de vijver iets eten of drinken.
Op het landgoed Altembrouck werkt men met verse eerlijke producten.,producten~,FOOD#QUALITY~,positive~,57~,66~
Zo hebben ze majalica (krulhaar) varkens en wagyu runderen.
Er is geen menukaart.,menukaart~,FOOD#STYLE_OPTIONS~,negative~,11~,20~
"Op zondag is er een 3 gang menu voor 27,50 wat echt prijs kwaliteit is.",3 gang menu~3 gang menu~,RESTAURANT#GENERAL~RESTAURANT#PRICES~,positive~positive~,20~20~,31~31~
Nadeel is dat er geen menukaart is zelfs geen dagelijkse.,menukaart~,FOOD#STYLE_OPTIONS~,negative~,22~,31~
Als de gastheer heeft opgenoemd wat er te eten is ben je alvorens hij of zij aan het dessert is kwijt wat het hoofdgerecht is.
Het personeel is zeer vriendelijk en correct zonder stijf te zijn.,personeel~,SERVICE#GENERAL~,positive~,4~,13~
Jammer alleen van de laatste keer dat men zowel varkens als rundvlees als hoofdgerecht noemde en onze hele tafel vond het vreemd dat niet gevraagd werd waar onze voorkeur naar uit ging.
Navraag leerde dat het rund helaas al uitverkocht was.
"Verder is, en zeer flexibel 3 pers wilde graag (met bijbetaling) gaan voor het voorgerecht van het paasmenu.",NULL~,SERVICE#GENERAL~,positive~,0~,0~
Dat ging allemaal.
Toch zou het een aanrader zijn om op z'n minst zoiets als een paasmenu op de website te zetten.
"Nu moet je erachteraan bellen of mailen, dat is niet erg commercieel."
Voor rest niets als lof.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Zo heerlijk fantasievol opgedient eten in een fijne ambiance.,ambiance~eten~,AMBIENCE#GENERAL~FOOD#QUALITY~,positive~positive~,52~34~,60~38~
Ik kan dit alleen maar aanraden.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Kom je hier voor een glas wijn en of een salade... ook prima.
Gewoon n keer doen en laat je verrassen.
"Spijtig, zo een zaak, prachtig gelegen, goede keuken, maar de vriendelijkheid van de ober is een echte schande en onproffesioneel,",keuken~zaak~ober~,FOOD#QUALITY~LOCATION#GENERAL~SERVICE#GENERAL~,positive~positive~negative~,46~16~85~,52~20~89~
We hadden bij ons thuis een Zwitser te gast.
Hij was blij verrast met de rondleiding die hij kreeg in Halle.
"Voor al met het feit dat Cardijn zijn jeugd door bracht in Halle, de mooie Sint-Martinusbasilieken."
Hij kende de muziek van Servais maar wist niet dat het van Servais hier nog stonk.
"Het idee om deze mooi avond af te sluiten met een etentje op het terras van ""'t Groot Café"" was een echte afknapper van je welste.",'t groot café~,RESTAURANT#GENERAL~,negative~,77~,90~
De ober was juist ontslagen dacht ik.,ober~,SERVICE#GENERAL~,negative~,3~,7~
Zo onvriendelijk op het boertig af.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Blijkbaar werkt hij er nog.sympathieker is hij er zeker niet op geworden.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Het eten veel ook niet echt mee of speelde de bediening hier bij een rol.,eten~bediening~,FOOD#QUALITY~SERVICE#GENERAL~,negative~neutral~,4~46~,8~55~
Zo lang die ober daar blijft werken mij niet meer gezien.,ober~,SERVICE#GENERAL~,negative~,12~,16~
Wij kwamen met 9 personen een hapje eten.
Wat een vreselijke ervaring.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
De ober was ronduit onbeleefd en deed er alles aan om ons duidelijk te maken dat hij geen zin had om ons te bedienen.,ober~,SERVICE#GENERAL~,negative~,3~,7~
"Toen we zegden: ja, als het te moeilijk is om ons te bedienen, we konden onze zin niet afmaken maar werden toegeschreeuwd door de oor de ober die zich dan omdraaide en weg ging.",ober~,SERVICE#GENERAL~,negative~,137~,141~
De andere klanten zegden luidop dat het schandalig en ongelooflijk was dat men een groep van 9 mensen zo duidelijk buiten joeg!,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Ieder ander restaurant met enige waardigheid zou 9 klanten om 19.20u op zaterdagavond met open armen ontvangen!
"Als deze zaak het hoofd niet boven water kan houden, ligt het niet aan de crisis!",zaak~,RESTAURANT#GENERAL~,negative~,9~,13~
"Eigenaar, leer uw personeel manieren.",personeel~,SERVICE#GENERAL~,negative~,18~,27~
We komen hier vaker eten: degelijke brasserie zonder meer.,brasserie~,RESTAURANT#GENERAL~,neutral~,36~,45~
Alles is ok maar je krijgt nooit een echt 'wow-gevoel'.,NULL~,RESTAURANT#GENERAL~,neutral~,0~,0~
Zaak draait duidelijk op vast (ouder) cliënteel en is hier tevreden mee.
Kort gezegd: je zal nooit teleurgesteld zijn maar je zal eveneens nooit in de 'wolken' zijn.,NULL~,RESTAURANT#GENERAL~,neutral~,0~,0~
"De gastvrouw kreeg van ons de vrije keuze aan tapagerechtjes, zij leverde snel aan en alhoewel alles lekker was en van goede kwaliteit, miste ik verfijning.",tapagerechtjes~gastvrouw~,FOOD#QUALITY~SERVICE#GENERAL~,neutral~positive~,46~3~,60~12~
"Wij vertelden bij het begin te houden van de combinatie tapa en vis en hier werd helemaal niet op ingegaan: iberico, chorizo, manchego, Russiisch ei, champignons, tomaatjes...., gehaktballetjes in tomatensaus, allemaal lekker, echter niet authentiek...",russiisch ei~champignons~chorizo~manchego~iberico~tomaatjes~gehaktballetjes in tomatensaus~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,neutral~neutral~neutral~neutral~neutral~neutral~neutral~,136~150~117~126~108~163~178~,148~161~124~134~115~172~208~
"De wijn was lekker, duurste fles nog aan modeste prijs van 30 eur.....",wijn~wijn~,DRINKS#QUALITY~DRINKS#PRICES~,positive~positive~,3~3~,7~7~
Dit is dus een leuk adresje voor gezellige babbel en eenvoudige maar toch lekkere tapàs,tapàs~adresje~,FOOD#QUALITY~RESTAURANT#GENERAL~,neutral~positive~,82~20~,87~27~
Bediening vriendelijk maar gehaast....,bediening~,SERVICE#GENERAL~,neutral~,0~,9~
Zuiderse sfeer...,sfeer~,AMBIENCE#GENERAL~,neutral~,9~,14~
Gezellig en lekker.,NULL~NULL~,FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~,0~0~,0~0~
Geweldig concept voor een geweldige avond in Spaanse decor!!,concept~,RESTAURANT#GENERAL~,positive~,9~,16~
Komen zeker terug,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Prachtige wijnen en heel gezellig ambiente.,ambiente~wijnen~,AMBIENCE#GENERAL~DRINKS#QUALITY~,positive~positive~,34~10~,42~16~
Authentieke recepten (als spanje kenners kunnen we dat bevestigen) en alles huisgemaakt (dat proef je!).,recepten~NULL~,FOOD#QUALITY~FOOD#QUALITY~,neutral~positive~,12~0~,20~0~
Een aanrader voor een avond uit!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Leuk concept, zeer lekkere wijnen en tapas, deze wisselen regelmatig soms zeer goed andere gewoon goed.",tapas~wijnen~concept~,FOOD#QUALITY~DRINKS#QUALITY~RESTAURANT#GENERAL~,positive~positive~positive~,37~27~5~,42~33~12~
"komen steeds terug om een gezellige avond door te brengen met hapje en drankje, de bediening zou soms sneller kunnen, maar bekijk dit als een leuke en ontspannen middag of avond zonder stress",bediening~NULL~,SERVICE#GENERAL~RESTAURANT#GENERAL~,negative~positive~,83~0~,92~0~
Antwerpen metropool is een fantastische stad voor gastronomen.
Ook in de periferie zijn er juweeltjes zoals Klein Constantia.,klein constantia~,RESTAURANT#GENERAL~,positive~,45~,61~
"Hoewel eerder gericht op een modaal publiek dat graag een biefstuk eet, presenteert dit restaurant met de regelmaat van de klok smaakparadijzen van schotels voor gastronomen.",schotels~,FOOD#QUALITY~,positive~,148~,156~
"En voor amateurs van Zuid Afrikaanse wijnen met een fruitige smaak, probeer zeker Provenance Rooi."
Gewoonweg het beste restaurant in de buurt!,restaurant~,RESTAURANT#GENERAL~,positive~,20~,30~
Passie voor eten en bijpassende drank in een gezellig kader.,NULL~NULL~,FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~,0~0~,0~0~
Anders dan anders maar oh zo lekker!!!!,NULL~,FOOD#QUALITY~,positive~,0~,0~
Vroegere bezoeken aan KC waren altijd een culinair hoogtepunt.,kc~,RESTAURANT#GENERAL~,negative~,22~,24~
Jammer genoeg kan dat van het laatste bezoek niet meer gezegd worden.
De swung is er blijkbaar uit.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"De menukaart is veel te beperkt, suggesties zijn verdwenen, net als de creativiteit op het bord.",bord~suggesties~menukaart~,FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~,negative~negative~negative~,91~33~3~,95~43~12~
Een simpele sla als bijgerecht is niet meteen mijn motivatie om op restaurant te gaan.,sla~,FOOD#STYLE_OPTIONS~,negative~,12~,15~
Amuses die vroeger een leuke entree waren zijn nu beperkt tot een pompoensoepje.,amuses~,FOOD#STYLE_OPTIONS~,negative~,0~,6~
"Maar zelfs met deze beperkte kaart (4 hoofdgerechten, 4 voorgerechten en 2 desserts) waren er toch 2 gerechten niet beschikbaar!",kaart~,FOOD#STYLE_OPTIONS~,negative~,29~,34~
"Maar zeer vervelend, dit werd bij de presentatie van de menukaart vooraf niet gemeld.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
Zelfs werd dit bij het hoofdgerecht pas gemeld op het moment dat het moest geserveerd worden!,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Hier is de kaart kies maar iets anders.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Neen, dit zijn 3 stappen achteruit tegenover vroegere bezoeken.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Als het de keuze is van de eigenaar om te gaan voor een brasserie is dat zijn keuze, maar zoals nu op 2 paarden wedden, dat lukt gewoonweg niet.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Zeer jammer.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Positief blijft wel dat de kwaliteit van de producten ok is en de ruime keuze uit de Zuid-Afrikaanse wijnen.,producten~zuid-afrikaanse wijnen~,FOOD#QUALITY~DRINKS#STYLE_OPTIONS~,neutral~positive~,44~85~,53~107~
voor de tweede maal gaan eten.
"Vorige keer de Royal all in menu, deze keer de all in menu."
"Tip top in orde met een glaasje cava met wachtbordje, voorgerecht, hoofdgerecht en dessert of irish koffie.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Water en 2 glazen wijn inclusief voor 32€.,NULL~,RESTAURANT#PRICES~,neutral~,0~,0~
Zeer vriendelijke en vlotte bediening.,bediening~,SERVICE#GENERAL~,positive~,28~,37~
Een aanrader!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
In de vorige vestiging was de keuken en de bediening op restaurantniveau.
Nu is het nog geen brasseriebeoordeling waard.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Met gezin (6 personen) gaan eten en viel echt tegen.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Lekker broodje met vol-au-vent Aan 8,5€!",broodje met vol-au-vent~,FOOD#QUALITY~,positive~,7~,30~
Duur.,NULL~,FOOD#PRICES~,negative~,0~,0~
Bediening was niet vriendelijk.,bediening~,SERVICE#GENERAL~,negative~,0~,9~
Sfeer was ok maar niet zo aangenaam,sfeer~,AMBIENCE#GENERAL~,negative~,0~,5~
"The Village, een echte aanrader!",the village~,RESTAURANT#GENERAL~,positive~,0~,11~
"Gezellige sfeer, vriendelijke bediening en het eten is TOP!",eten~bediening~sfeer~,FOOD#QUALITY~SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~positive~,47~30~10~,51~39~15~
"Romantiek of gezelligheid, even genieten,...alaise!!",NULL~,AMBIENCE#GENERAL~,positive~,0~,0~
Keep up the good work!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Vroeger bij de zuiderparel ging ik regelmatig eten, nu is het concept veranderd naar eetcafé wat ook wilt zeggen dat de kaart volledig is aangepast."
"Maar moet eerlijk zeggen, het was en blijft hier top om te eten.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Mooie aankleding van de zaak, super vriendelijke bediening en voor ieder wat wils op de kaart.",kaart~bediening~zaak~,FOOD#STYLE_OPTIONS~SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~positive~,88~49~24~,93~58~28~
"Wat ik zelf leuk vind om te doen hier is de Tapas schotel, maar ook hun village gras met bijhorende saus, hun mosselen en de legendarische Pelt stoofvlees is super lekker.",tapas schotel~village gras met bijhorende saus~pelt stoofvlees~mosselen~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~positive~,44~72~139~110~,57~104~154~118~
"Ook de gezelligheid om van in de sofa te zitten of aan de toog te hangen en van een lekkere Cocktail te genieten, het is hier allemaal.",NULL~cocktail~,AMBIENCE#GENERAL~DRINKS#QUALITY~,positive~positive~,0~92~,0~100~
"Tanja, je bent goed bezig!!!!!",tanja~,RESTAURANT#GENERAL~,positive~,0~,5~
We wilden met vier personen reserveren voor een hapje te eten bij voorheen de zuiderparel (telefoon deed het meerdere malen niet)!!!!,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Of ze namen gewoon niet op.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
We zijn over gegaan tot actie en toch maar gewaagd vertrokken op hoop dat er nog plaats was!!
En ja er was zeker plaats (3 uur met vier personen in de zaak gezeten) we werden wel zeer goed ontvangen de garcon van dienst was dan ook het enige aansprakelijke in de zaak!,garcon van dienst~,SERVICE#GENERAL~,positive~,108~,125~
De zaak is mooi maar koel omdat er geen volk te vertoeven was: het eten gewoon SCHANDALIG!!!!,eten~zaak~,FOOD#QUALITY~AMBIENCE#GENERAL~,negative~neutral~,67~3~,71~7~
Sla van de aldi de kwaliteit was slecht en de dressing was al precies maand over datum!,dressing~sla~,FOOD#QUALITY~FOOD#QUALITY~,negative~negative~,46~0~,54~3~
De huisbereide garnaal kroketten kwamen van de makro!!!!,huisbereide garnaal kroketten~,FOOD#QUALITY~,negative~,3~,32~
Stond een vrouwelijk personeelslid gewoon te roken in de zaak dit is allemaal jammer en voor ons Wker niet voor herhaling vatbaar.,zaak~vrouwelijk personeelslid~,RESTAURANT#GENERAL~SERVICE#GENERAL~,negative~negative~,57~10~,61~34~
maar wel een aanrader mocht je op je privacy gesteld zijn!!!!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
zowel het concept als het Interieur is orgineel.,interieur~concept~,AMBIENCE#GENERAL~RESTAURANT#GENERAL~,positive~positive~,26~10~,35~17~
Bart de eigenaar doet de zaal en 1 kok maakt de gerechten.
Daarom kleine kaart met enkel super verse bordjes.,bordjes~kaart~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~neutral~,42~14~,49~19~
De wijnkeuze is fantastisch en prijs kwaliteit is zeer correct.,wijnkeuze~NULL~NULL~,DRINKS#STYLE_OPTIONS~RESTAURANT#GENERAL~RESTAURANT#PRICES~,positive~positive~positive~,3~0~0~,12~0~0~
"Leuke sfeer, gemoedelijke ontvangst, de beste steak tartare die we ooit hebben gegeten (de gebakken moet je ook zeker eens proberen!), wijn aangepast aan je eigen smaak,...",steak tartare~ontvangst~sfeer~wijn~gebakken~,FOOD#QUALITY~SERVICE#GENERAL~AMBIENCE#GENERAL~DRINKS#STYLE_OPTIONS~FOOD#QUALITY~,positive~neutral~positive~positive~positive~,46~26~6~135~91~,59~35~11~139~99~
Kortom een absolute AANRADER!!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Geweldig restaurant buiten het echte centrum van Antwerpen.,restaurant~,RESTAURANT#GENERAL~,positive~,9~,19~
"Sublieme, ongedwongen sfeer, weinig couverts (reserveren is noodzakelijk) en een fantastische bediening.",bediening~couverts~sfeer~,SERVICE#GENERAL~RESTAURANT#MISCELLANEOUS~AMBIENCE#GENERAL~,positive~neutral~positive~,94~36~22~,103~44~27~
Het eten is top (die steak tartaar!) en het is heerlijk om je te laten verrassen door hun wijnkeuze.,eten~steak tartaar~wijnkeuze~,FOOD#QUALITY~FOOD#QUALITY~DRINKS#STYLE_OPTIONS~,positive~positive~positive~,4~21~90~,8~34~99~
"Geen goedkope zaak, maar prijs/kwaliteit zeer correct.",zaak~zaak~,RESTAURANT#PRICES~RESTAURANT#GENERAL~,neutral~positive~,14~14~,18~18~
Een absolute aanrader!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
In de namiddag gestopt voor koffie.
En ja op het Antwerpse Zuid staat hip niet altijd gelijk aan kwaliteit.
De koffies en warme choco waren naar mijn mening veel te duur geprijsd en werden te koud opgediend.,koffies en warme choco~koffies en warme choco~,SERVICE#GENERAL~DRINKS#PRICES~,negative~negative~,3~3~,25~25~
Lauwe koffie is gewoon niet accepteerbaar.,koffie~,DRINKS#QUALITY~,negative~,6~,12~
"Vooral om dat de zaak zo goed als leeg was, is dit niet aanvaardbaar."
Geeft ook geen goede indruk dat je toog vol afwas staat van de afgelopen uren terwijl er ca 8 mensen in de zaak aanwezig zijn.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Mij zien ze hier niet meer.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Portie taart was voldoende groot en daar viel op zich weinig op aan te merken.,taart~taart~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,neutral~neutral~,7~7~,12~12~
"Enig adresje waar je lekkere pastrami kan eten, wordt geserveerd met een speciaal sausje en op dikke sneden brood.",sausje~pastrami~brood~,FOOD#QUALITY~FOOD#QUALITY~FOOD#STYLE_OPTIONS~,neutral~positive~neutral~,82~29~108~,88~37~113~
Ook de koffie is er lekker en er heerst een gezellige sfeer.,sfeer~koffie~,AMBIENCE#GENERAL~DRINKS#QUALITY~,positive~positive~,54~7~,59~13~
Leuk om te lunchen.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Heerlijk gegeten bij caffe internazionale.,NULL~,FOOD#QUALITY~,positive~,0~,0~
Na bij het hotel uitgecheckt te hebben zijn we naar het gezellige cafe getogen.,cafe~,AMBIENCE#GENERAL~,positive~,66~,70~
Hier hebben we uitgebreid ontbeten en van een goede kop koffie genoten.,NULL~koffie~,FOOD#STYLE_OPTIONS~DRINKS#QUALITY~,positive~positive~,0~56~,0~62~
De kwaliteit van het eten was heerlijk en net als de sfeer alsof je bij vrienden thuis o bezoek was.,eten~sfeer~,FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~,21~53~,25~58~
De bediening was vriendelijk en correct.,bediening~,SERVICE#GENERAL~,positive~,3~,12~
"Een absolute aanrader voor lekker ontbijt, bruch en/of koffie!",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
De keuken van à L'infintise is een unieke ervaring in geheel Antwerpen.,keuken van à l'infintise~,FOOD#QUALITY~,positive~,3~,27~
Voor een schappelijke prijs serveert de chef ons zijn culinaire creaties waar zijn persoonlijke stijl tot zijn recht komt.,culinaire creaties~,FOOD#PRICES~,positive~,54~,72~
Marc is een kunstenaar die weet om te gaan met de smaken en uiterlijk van lekker eten.,marc~eten~eten~,SERVICE#GENERAL~FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~positive~,0~81~81~,4~85~85~
Je valt er van de ene verbazing in de andere.
Het concept is zeer origineel.,concept~,RESTAURANT#GENERAL~,positive~,4~,11~
"Het eten is fantastisch, zeer creatief, lekker, ik heb er geen woorden voor.",eten~,FOOD#QUALITY~,positive~,4~,8~
Vriendelijke service.,service~,SERVICE#GENERAL~,positive~,13~,20~
Ik kom hier graag terug.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Spijtig dat de wachttijden zo lang zijn.,wachttijden~,SERVICE#GENERAL~,negative~,15~,26~
We hebben alvast gereserveerd voor december.
Voor mij verdient de chef 4 sterren.,chef~,FOOD#QUALITY~,positive~,21~,25~
"Leuk ingericht, genoeg keuze, goed prijs/kwaliteitverhouding.",NULL~NULL~keuze~NULL~,RESTAURANT#GENERAL~RESTAURANT#PRICES~FOOD#STYLE_OPTIONS~AMBIENCE#GENERAL~,positive~positive~neutral~positive~,0~0~23~0~,0~0~28~0~
Wij zijn er rond 21u nog binnen gevallen dus er was weinig volk aanwezig.
"Wij kwamen hier gisteren met 2 met een Grouponbon, menu met fles wijn en halve liter water."
De ontvangst was zéér vriendelijk en hartelijk.,ontvangst~,SERVICE#GENERAL~,positive~,3~,12~
"Het voorgerecht was héél lekker, de hoofdschotel ook.",hoofdschotel~voorgerecht~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,36~4~,48~15~
Verschillende superlekkere gerechtjes met rijst apart.,gerechtjes~,FOOD#QUALITY~,positive~,27~,37~
Heel veel groenten.,groenten~,FOOD#STYLE_OPTIONS~,positive~,10~,18~
Zeker voldoende voor 2 pers. enig minmuntje: wat weinig kip en scampi's.,NULL~kip~scampi's~,FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~,positive~negative~negative~,0~56~63~,0~59~71~
Het nagerechtje was wat taai en geen verse chocoladesaus.,nagerechtje~chocoladesaus~,FOOD#QUALITY~FOOD#QUALITY~,negative~negative~,4~43~,15~56~
Maar je moet wel prijs/kwaliteit voor ogen houden he...
Bediening SUPER vriendelijk.,bediening~,SERVICE#GENERAL~,positive~,0~,9~
"Ik was een beetje bang na het lezen van andere reacties, ik kan ze alleen ongelijk geven."
"De kaart is zéér uitgebreid, wij komen zeker en vast terug!",kaart~NULL~,FOOD#STYLE_OPTIONS~RESTAURANT#GENERAL~,positive~positive~,3~0~,8~0~
"Er zou juist een nieuwe eigenaar zijn, vandaar misschien het positieve dat hij betracht.",nieuwe eigenaar~,SERVICE#GENERAL~,positive~,17~,32~
Wij wensen hem héél veel succes!
Het is een klein leuk restaurantje en ze serveren prima sushi maar daar is het ook mee gezegd.,sushi~restaurantje~,FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~,56~22~,61~34~
Vaak hoort er een speciaal sausje bij maar dat krijg je hier niet.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Je krijgt 2 uur de tijd om je 5 rondes te bestellen maar binnen die 2 uur haal je maar net 3 rondes omdat het zo verschrikkelijk lang duurt.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Circa 30 minuten vanaf bestelling.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Daarnaast vliegen er rondom de bar allemaal vieze vliegjes dus daar zou ik niet in de buurt gaan zitten.,bar~,AMBIENCE#GENERAL~,negative~,31~,34~
De dame was wel vriendelijk en we mochten zelfs tijdens de drukte van tafel wisselen.,dame~,SERVICE#GENERAL~,positive~,3~,7~
"Wanneer het restaurant niet vol zit, dan is het geen probleem om hier op een rustig tempo jouw buik bomvol te eten."
Maar als het wat drukker wordt hebben de mensen in zowel de keuken als de bediening handen te kort.,mensen~,SERVICE#GENERAL~,negative~,41~,47~
Wel proberen de mensen jou met de glimlach te helpen waar ze kunnen.,mensen~,SERVICE#GENERAL~,positive~,16~,22~
"De tafels lijken niet altijd even proper, en hier en daar is er wel iets aan vervanging toe (zoals een krakende luidspreker).",tafels~,AMBIENCE#GENERAL~,negative~,3~,9~
Maar het klinkt erger dan het is.
Het eten is echt lekker.,eten~,FOOD#QUALITY~,positive~,4~,8~
"Zoveel verschillende keuze, en de smaken zitten goed.",smaken~keuze~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,34~21~,40~26~
"Het concept op zich lijkt misschien eerst een beetje vreemd, en velen denken dat ze niet genoeg zullen hebben.",concept~,RESTAURANT#GENERAL~,negative~,4~,11~
"Maar wees gerust, je buik zit vol als je de zaak verlaat."
"Als je leest dat sommigen ""niet durven bestellen omdat ze misschien 1 euro moeten opleggen als ze het niet op krijgen"", of ""enkel water"" hebben gedronken, dan mogen die ""enkel-met-korting""-mensen van mij voor een groot stuk wegblijven, zodat de rest vlugger bediend wordt."
"Eten is perfect, we zijn er dol op en hebben ervan genoten en we komen ooit nog terug zonder twijfel!",NULL~eten~,RESTAURANT#GENERAL~FOOD#QUALITY~,positive~positive~,0~0~,0~4~
"We mochten zoooveel eten, perfect!!!!",eten~,FOOD#STYLE_OPTIONS~,positive~,20~,24~
Shusi's zijn goed al moet men zelf kunnen beslissen of er wasabi en/of peper op zit.,shusi's~,FOOD#QUALITY~,neutral~,0~,7~
Warme gerechten komen uit magnetron vooral de spiezen en spareribs waren onsmakelijk.,spareribs~spiezen~warme gerechten~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,negative~negative~negative~,57~46~0~,66~53~15~
Als je een frequent shusi eeter bent sla deze zaak dan over.,zaak~,RESTAURANT#GENERAL~,negative~,46~,50~
Jammer van de gemaakte kosten zonder desert weggegaan na 3 rondes.
"Aangetrokken door het leuke terras aan de straatzijde en de heerlijke kazen in de vitrine, besloten een lunch te doen in deze zaak.",kazen~terras~,FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~,70~28~,75~34~
"Geen menukaart, maar gewoon kiezen tussen de lekkernijen in de koeltoog, ik nam een tortellini met pancetta aangeprezen door de uitbater, superlekker!",tortellini met pancetta~,FOOD#QUALITY~,positive~,84~,107~
Dit in combinatie met fijne muziek op de achtergrond en een heerlijk glas wit voor voor een zeer correcte prijs.,muziek~wit~wit~,AMBIENCE#GENERAL~DRINKS#QUALITY~DRINKS#PRICES~,positive~positive~positive~,28~74~74~,34~77~77~
