Review,AMBIENCE,QUALITY,PRICES,LOCATION,SERVICE
Dit is dus een leuk adresje voor gezellige babbel en eenvoudige maar toch lekkere tapàs,0,1,0,0,0
Bediening vriendelijk maar gehaast....,0,0,0,0,1
Zuiderse sfeer...,1,0,0,0,0
Gezellig en lekker.,1,1,0,0,0
Prachtige wijnen en heel gezellig ambiente.,1,1,0,0,0
Authentieke recepten (als spanje kenners kunnen we dat bevestigen) en alles huisgemaakt (dat proef je!).,0,1,0,0,0
"Leuk concept, zeer lekkere wijnen en tapas, deze wisselen regelmatig soms zeer goed andere gewoon goed.",0,1,0,0,0
"komen steeds terug om een gezellige avond door te brengen met hapje en drankje, de bediening zou soms sneller kunnen, maar bekijk dit als een leuke en ontspannen middag of avond zonder stress",0,0,0,0,1
"Hoewel eerder gericht op een modaal publiek dat graag een biefstuk eet, presenteert dit restaurant met de regelmaat van de klok smaakparadijzen van schotels voor gastronomen.",0,1,0,0,0
Passie voor eten en bijpassende drank in een gezellig kader.,1,1,0,0,0
Anders dan anders maar oh zo lekker!!!!,0,1,0,0,0
"Maar zeer vervelend, dit werd bij de presentatie van de menukaart vooraf niet gemeld.",0,0,0,0,1
Zelfs werd dit bij het hoofdgerecht pas gemeld op het moment dat het moest geserveerd worden!,0,0,0,0,1
Hier is de kaart kies maar iets anders.,0,0,0,0,1
Positief blijft wel dat de kwaliteit van de producten ok is en de ruime keuze uit de Zuid-Afrikaanse wijnen.,0,1,0,0,0
Water en 2 glazen wijn inclusief voor 32.,0,0,1,0,0
Zeer vriendelijke en vlotte bediening.,0,0,0,0,1
"Lekker broodje met vol-au-vent Aan 8,5!",0,1,0,0,0
Duur.,0,0,1,0,0
Bediening was niet vriendelijk.,0,0,0,0,1
Sfeer was ok maar niet zo aangenaam,1,0,0,0,0
"Gezellige sfeer, vriendelijke bediening en het eten is TOP!",1,1,0,0,1
"Romantiek of gezelligheid, even genieten,...alaise!!",1,0,0,0,0
"Mooie aankleding van de zaak, super vriendelijke bediening en voor ieder wat wils op de kaart.",1,0,0,0,1
"Wat ik zelf leuk vind om te doen hier is de Tapas schotel, maar ook hun village gras met bijhorende saus, hun mosselen en de legendarische Pelt stoofvlees is super lekker.",0,1,0,0,0
"Ook de gezelligheid om van in de sofa te zitten of aan de toog te hangen en van een lekkere Cocktail te genieten, het is hier allemaal.",1,1,0,0,0
We wilden met vier personen reserveren voor een hapje te eten bij voorheen de zuiderparel (telefoon deed het meerdere malen niet)!!!!,0,0,0,0,1
Of ze namen gewoon niet op.,0,0,0,0,1
En ja er was zeker plaats (3 uur met vier personen in de zaak gezeten) we werden wel zeer goed ontvangen de garcon van dienst was dan ook het enige aansprakelijke in de zaak!,0,0,0,0,1
De zaak is mooi maar koel omdat er geen volk te vertoeven was: het eten gewoon SCHANDALIG!!!!,1,1,0,0,0
Sla van de aldi de kwaliteit was slecht en de dressing was al precies maand over datum!,0,1,0,0,0
De huisbereide garnaal kroketten kwamen van de makro!!!!,0,1,0,0,0
Stond een vrouwelijk personeelslid gewoon te roken in de zaak dit is allemaal jammer en voor ons Wker niet voor herhaling vatbaar.,0,0,0,0,1
zowel het concept als het Interieur is orgineel.,1,0,0,0,0
Daarom kleine kaart met enkel super verse bordjes.,0,1,0,0,0
De wijnkeuze is fantastisch en prijs kwaliteit is zeer correct.,0,0,1,0,0
"Leuke sfeer, gemoedelijke ontvangst, de beste steak tartare die we ooit hebben gegeten (de gebakken moet je ook zeker eens proberen!), wijn aangepast aan je eigen smaak,...",1,1,0,0,1
"Sublieme, ongedwongen sfeer, weinig couverts (reserveren is noodzakelijk) en een fantastische bediening.",1,0,0,0,1
Het eten is top (die steak tartaar!) en het is heerlijk om je te laten verrassen door hun wijnkeuze.,0,1,0,0,0
"Geen goedkope zaak, maar prijs/kwaliteit zeer correct.",0,0,1,0,0
De koffies en warme choco waren naar mijn mening veel te duur geprijsd en werden te koud opgediend.,0,0,1,0,1
Lauwe koffie is gewoon niet accepteerbaar.,0,1,0,0,0
Geeft ook geen goede indruk dat je toog vol afwas staat van de afgelopen uren terwijl er ca 8 mensen in de zaak aanwezig zijn.,0,0,0,0,1
Portie taart was voldoende groot en daar viel op zich weinig op aan te merken.,0,1,0,0,0
"Enig adresje waar je lekkere pastrami kan eten, wordt geserveerd met een speciaal sausje en op dikke sneden brood.",0,1,0,0,0
Ook de koffie is er lekker en er heerst een gezellige sfeer.,1,1,0,0,0
Heerlijk gegeten bij caffe internazionale.,0,1,0,0,0
Na bij het hotel uitgecheckt te hebben zijn we naar het gezellige cafe getogen.,1,0,0,0,0
Hier hebben we uitgebreid ontbeten en van een goede kop koffie genoten.,0,1,0,0,0
De kwaliteit van het eten was heerlijk en net als de sfeer alsof je bij vrienden thuis o bezoek was.,1,1,0,0,0
De bediening was vriendelijk en correct.,0,0,0,0,1
De keuken van à L'infintise is een unieke ervaring in geheel Antwerpen.,0,1,0,0,0
Voor een schappelijke prijs serveert de chef ons zijn culinaire creaties waar zijn persoonlijke stijl tot zijn recht komt.,0,0,1,0,0
Marc is een kunstenaar die weet om te gaan met de smaken en uiterlijk van lekker eten.,0,1,0,0,1
"Het eten is fantastisch, zeer creatief, lekker, ik heb er geen woorden voor.",0,1,0,0,0
Vriendelijke service.,0,0,0,0,1
Spijtig dat de wachttijden zo lang zijn.,0,0,0,0,1
Voor mij verdient de chef 4 sterren.,0,1,0,0,0
"Leuk ingericht, genoeg keuze, goed prijs/kwaliteitverhouding.",1,0,1,0,0
De ontvangst was zéér vriendelijk en hartelijk.,0,0,0,0,1
"Het voorgerecht was héél lekker, de hoofdschotel ook.",0,1,0,0,0
Verschillende superlekkere gerechtjes met rijst apart.,0,1,0,0,0
Het nagerechtje was wat taai en geen verse chocoladesaus.,0,1,0,0,0
Bediening SUPER vriendelijk.,0,0,0,0,1
"Er zou juist een nieuwe eigenaar zijn, vandaar misschien het positieve dat hij betracht.",0,0,0,0,1
Het is een klein leuk restaurantje en ze serveren prima sushi maar daar is het ook mee gezegd.,1,1,0,0,0
Vaak hoort er een speciaal sausje bij maar dat krijg je hier niet.,0,0,0,0,1
Je krijgt 2 uur de tijd om je 5 rondes te bestellen maar binnen die 2 uur haal je maar net 3 rondes omdat het zo verschrikkelijk lang duurt.,0,0,0,0,1
Circa 30 minuten vanaf bestelling.,0,0,0,0,1
Daarnaast vliegen er rondom de bar allemaal vieze vliegjes dus daar zou ik niet in de buurt gaan zitten.,1,0,0,0,0
De dame was wel vriendelijk en we mochten zelfs tijdens de drukte van tafel wisselen.,0,0,0,0,1
Maar als het wat drukker wordt hebben de mensen in zowel de keuken als de bediening handen te kort.,0,0,0,0,1
Wel proberen de mensen jou met de glimlach te helpen waar ze kunnen.,0,0,0,0,1
"De tafels lijken niet altijd even proper, en hier en daar is er wel iets aan vervanging toe (zoals een krakende luidspreker).",1,0,0,0,0
Het eten is echt lekker.,0,1,0,0,0
"Zoveel verschillende keuze, en de smaken zitten goed.",0,1,0,0,0
"Eten is perfect, we zijn er dol op en hebben ervan genoten en we komen ooit nog terug zonder twijfel!",0,1,0,0,0
Shusi's zijn goed al moet men zelf kunnen beslissen of er wasabi en/of peper op zit.,0,1,0,0,0
Warme gerechten komen uit magnetron vooral de spiezen en spareribs waren onsmakelijk.,0,1,0,0,0
"Aangetrokken door het leuke terras aan de straatzijde en de heerlijke kazen in de vitrine, besloten een lunch te doen in deze zaak.",1,1,0,0,0
"Geen menukaart, maar gewoon kiezen tussen de lekkernijen in de koeltoog, ik nam een tortellini met pancetta aangeprezen door de uitbater, superlekker!",0,1,0,0,0
Dit in combinatie met fijne muziek op de achtergrond en een heerlijk glas wit voor voor een zeer correcte prijs.,1,1,1,0,0
Leuk adres voor n lunch maar ook voor iets lekkers te halen om thuis te eten of n lekker glas wijn te drinken met n assortimentje kaas erbij!,0,1,0,0,0
Daarom zin de prijzen ook zeer democratisch!,0,0,1,0,0
Alles wordt op nog artisanale wijze bereid!,0,1,0,0,0
"Probeer ook eens een van de zalige taarten of quiches, ze zijn om de vingers bij af te likken!",0,1,0,0,0
De mooie locatie (Sint Jorispoort) trok ons naar het terrasje.,0,0,0,1,0
Maar de bediening sloeg hier alles.,0,0,0,0,1
"Het leek alsof we de kok stoorden, hoewel er naast ons niemand was.",0,0,0,0,1
Hij moest ons dan ook duidelijk maken dat een bepaald gerecht niet te verkrijgen was omdat hij bezig was.,0,0,0,0,1
Er werd over ons heen gekeken.,0,0,0,0,1
"Een blik, een glimlach, een ""smakelijk"" of ""dankuwel"" waren ver te zoeken.",0,0,0,0,1
Het enige waarvan we de prijs niet hadden gevraagd (5 euro voor een glas wijn konden we nog aanvaarden) was een stukje focaccia van 5x5 cm oftwel 3 happen.,0,0,1,0,0
Dit kwam per stuk neer op maar liefst 8 euro.,0,0,1,0,0
"Wat de smaak betreft, waarmee zo gedweept wordt, was m'n soep even flauw als in de doorsnee brasseriekeuken.",0,1,0,0,0
"De focaccia was lekker, maar dat mag wel voor een fortuin.",0,1,1,0,0
"Als je op zoek bent naar een originelere plaats om 's middags te lunchen, ben je hier aan het juiste adres.",1,0,0,0,0
De winkel met open keuken is mooi ingericht en de uitbater is zeer vriendelijk en behulpzaam bij het kiezen van de maaltijd.,1,0,0,0,1
"Elke dag zijn er dagvers bereide soepen, lichte maaltijd-gerechten, quiches en er is ook een ruim aanbod van kazen.",0,1,0,0,0
"De soep was echt super en de kazen, die de uitbater geselecteerd had, was ook zeker in orde.",0,1,0,0,0
"Goe gegeten, goe gedronken, goeie service, eerlijke keuken, toffen baas--->leve de Steve!!",0,1,0,0,1
Inrichting is modern.,1,0,0,0,0
"Het personeel casual qua stijl, en vriendelijk.",0,0,0,0,1
Soms duurt het even voordat je de aandacht hebt als je iets bij wilt bestellen.,0,0,0,0,1
De tafeltjes zijn als op zoveel plekken in Antwerpen erg klein.,1,0,0,0,0
Het eten was echter prima.,0,1,0,0,0
Lekkere kaaskroketjes vooraf gehad.,0,1,0,0,0
LHoofdgerecht stoofpotje ook lekker.,0,1,0,0,0
Bij aankomst doet de gevel van dit mooie herenhuis in niets vermoeden dat hierachter een gezellig restaurant schuil gaat.,1,0,0,0,0
We worden vriendelijk en met die typische Oosterse beleefdheid ontvangen door Sombat.,0,0,0,0,1
"De achterliggende tuin met vijver is prachtig, jammer genoeg is het te koud buiten en nemen we het aperitief in het lederen salon.",1,0,0,0,0
"Dit is een lekkere cava en inbegrepen in de set-menu prijs à 50,00 per persoon.",0,1,0,0,0
"Dat is mooi, rustgevend en straalt een authentieke Thaise setting uit.",1,0,0,0,0
Het heeft meer de sfeer van een woonkamer dan van een formeel restaurant.,1,0,0,0,0
"Het geheel biedt een hoog huiskamer gevoel, het is gezellig zitten hier.",1,0,0,0,0
De 2 hapjes vooraf zijn fris en erg lekker van smaak.,0,1,0,0,0
"Dit is een vrij pittig soepje, aanvaardbaar gekruid en subtiel qua smaak.",0,1,0,0,0
Dit gerecht is het betere werk.,0,1,0,0,0
Prima bereid.,0,1,0,0,0
Ook hier is niets op aan te merken.,0,1,0,0,0
Ook de harmonie qua structuur en smaakexpressie tussen de (té) talrijke ingrediënten gaat volledig de mist in.,0,1,0,0,0
"Jammer, maar dit gerecht is niet geslaagd.",0,1,0,0,0
Die zijn allebei uitstekend en met mate geprijsd.,0,1,1,0,0
Afsluiten doen we met een ijs compositie die erg lekker is.,0,1,0,0,0
"Bij de koffie wordt prompt cognac van het huis aangeboden, erg attentvol.",0,0,0,0,1
"De dienstverlening is voorkomend en beleefd, zij het aan de timide kant.",0,0,0,0,1
De gebruikte ingrediënten zijn vers en op zich allemaal smaakvol bereid.,0,1,0,0,0
Maar de harmonie klopt niet altijd en de porties zijn te ruim bemeten.,0,1,0,0,0
"Al bij al de betere Thaise keuken, maar het is net geen verfijnde gastronomie.",0,1,0,0,0
"Gastvrijheid top, omgeving binnen en buiten om helemaal tot rust te komen en het eten om bij weg te dromen.",1,1,0,0,1
Bij het binnenkomen voel je je gelijk in Thailand.,1,0,0,0,0
"Het restaurant is stijlvol en gezellig ingericht, alsook de tuin waar we het aperitief hebben genuttigd.",1,0,0,0,0
"Het eten (4 gangen menu voor 50) was heel lekker en niet al te ""spicy"".",0,1,0,0,0
De gastheer en zijn personeel waren zeer voorkomend en vriendelijk.,0,0,0,0,1
We hebben genoten van een excellente lunch met een super lekker dessert.,0,1,0,0,0
De aangepaste wijnen waren lekker.,0,1,0,0,0
De bediening was correct en zeer vriendelijk en wij hadden het geluk om in de binnentuin te kunnen lunchen.,1,0,0,0,1
Laat de drukke omgeving je niet afschrikken.,0,0,0,1,0
Daar ik geen mosselen mag eten werd dit gemakkelijk vervangen door een ander gerecht.,0,0,0,0,1
Dit was wel bij de goedkoopste op de kaart.,0,0,1,0,0
De amuses en ook de gerechten hadden een verfijnde smaak.,0,1,0,0,0
En enkele minuten later kwam de chef met 4 treffelijke stukjes vlees.,0,0,0,0,1
Het kon niet dat hij dat niet gezien had met het dresseren op het bord.,0,0,0,0,1
Ook het dessert was voortreffelijk van smaakcombinatie.,0,1,0,0,0
"Meesterwerkjes van smaak, samenstelling, combinaties worden op je bord getoverd.",0,1,0,0,0
Wijnen van uitstekende kwaliteit maken je menu af.,0,1,0,0,0
Een aanrader in een ongedwongen vlotte sfeer doch met stijl.,1,0,0,0,0
"De ligging op een drukke steenweg is een afknapper, het terras ook geen aanrader.",1,0,0,1,0
Maar het Indische eten is heel lekker en de bediening ongelooflijk vriendelijk.,0,1,0,0,1
Communicatie met de klant is belangrijk en jouw tevredenheid is echt hun bezorgdheid.,0,0,0,0,1
"Goei mosselen, goei service, da's echte Hasseltse gastvrijheid!",0,1,0,0,1
Ook een geweldige sfeer muziek!,1,0,0,0,0
Lekkere broodjes en pasta's.,0,1,0,0,0
Prijs kwaliteit heel goed!,0,0,1,0,0
Ook de menu is goed en goedkoop.,0,1,1,0,0
Het ligt op de winkelstraat dus ook heel handig tijdens het shoppen.,0,0,0,1,0
Hier heb je een ruime kuize aan gebak voor een eerlijke prijs.,0,0,1,0,0
De pannenkoeken zijn zeker aan te raden!,0,1,0,0,0
"Supervriendelijke bediening de lekkere pannenkoeken en gerechten zijn echt goed, en zeker niet duur.",0,1,1,0,1
Nergens in Hasselt zijn de pannekoeken zo lekker als hier!!!!,0,1,0,0,0
Snelle bediening en vriendelijke personeel moet ook gemeld worden!!,0,0,0,0,1
Alleen blije gezichten bij 6 zinnen: -alles uitermate lekker -geen moeite te veel - n op het einde nog een redelijke rekening toe,0,1,1,0,1
Het nagerecht was dame blanche zeer goed mmm,0,1,0,0,0
"Heerlijke gerechten, zeer goede wijnen.",0,1,0,0,0
Zeer gezellig.,1,0,0,0,0
Zeer goede ligging vlak bij het centrum van de stad.,0,0,0,1,0
Super goede ontvangst en bediening.,0,0,0,0,1
Op een zondagavond met vrienden lekker gefondued!,0,1,0,0,0
"Originele zwitserse inkleding, met grappige koetjes en veel hout.",1,0,0,0,0
"Vlotte bediening, lekkere fondue (kaasfondue is lekker licht!) en zeker a volonté.",0,1,0,0,1
"Zwitsers eethuisje waar je lekkere fondue, kaasfondue of raclette kan eten!",0,1,0,0,0
"De sfeer is top, de bediening vriendelijk en de omgeving gezellig!",1,0,0,0,1
De bediening was goed en het interieur is in orde.,1,0,0,0,1
Het eten was te duur.,0,0,1,0,0
De frietjes kwamen uit de diepvries en hadden weinig smaak.,0,1,0,0,0
De vissaus was flets en zoutig.,0,1,0,0,0
"23,90 euro vind ik persoonlijk veel geld voor 4 kleine tongrolletjes, zoute saus en puree.",0,1,1,0,0
"22,80 euro voor een visbrochette met 2 droge brokjes kabeljauw en 2 droge brokjes zalm vind ik ook nogal duur en eenvoudig.",0,1,1,0,0
Maar dit was zijn geld niet waardig.,0,0,1,0,0
"Bij onze aankomst werden wij door de eigenaar, tot onze verbazing, op een ongelofelijke verbale manier aangepakt.",0,0,0,0,1
Dan heeft hij ons nogmaals buitensporig en onbeleefd aangesproken zodat wij zelfs het menu niet hebben doorgenomen.,0,0,0,0,1
Spijtig genoeg kunnen we over de keuken geen oordeel vellen.,0,1,0,0,0
"Groep van 8+4 kinderen binnen om 12u30 en hoofdgerecht, na simpele/lekkere garnaalkroket, om 14u45 ontvangen (alle kleinere tafels voor genomen incl. collega reca uitbaters uit Aalst die absolute prioriteit kregen).",0,1,0,0,1
Slechte kwaliteit vlees (geprikte pseudo filetpur =>...,0,1,0,0,0
Hier denkt de kelner dat hij god de vader is.,0,0,0,0,1
"De setting ziet er leuk uit, informeel met de houten tafels en stoelen, de (voor dit restaurant zeer uitgebreide) menukaart op een krijtbord geschreven en de vele (lege) wijnflessen die uitgestald staan.",1,0,0,0,0
Er is een indrukwekkende verzameling grand crus uit de Bourgogne en topwijnen uit Bordeaux.,0,1,0,0,0
"Misschien wil de chef een bepaalde sfeer scheppen, hoewel ik me niet kan voorstellen wat dit dan wel moet zijn.",1,0,0,0,0
"Waar men in de regel een ginmenu krijgt of toch op zijn minst een mondelinge opsomming van wat beschikbaar is kreeg in van de bediening de keuze tussen ""kruidig"" of ""niet kruidig"".",0,0,0,0,1
"Op mijn vraag of ik een lijst kon zien, kreeg ik nogal nors de twee alternatieven herhaald.",0,0,0,0,1
"Nu goed, niet iedereen heeft de taalvaardigheid om een destillaat in uitgebreide termen te omschrijven, dus kreeg ik uiteindelijk iets wat ik ""bijna zelf"" had gekozen uit het handvol (idd, niet meer) beschikbare gins in de gekozen categorie.",0,0,0,0,1
"De apero was goed bereid, ook op die van mijn echtgenote was niets aan te merken.",0,1,0,0,0
"Waar we de gewoonte hebben voor onze jongste dochter (11j) twee voorgerechten te bestellen (voor- en hoofdgerecht is teveel, dus verspilling) werd dit hier zonder boe of ba geweigerd.",0,0,0,0,1
"Dus, waarschijnlijk een OK restaurant als je er niet met kinderen heengaat, en je het niet erg vindt dat de bediening zich nogal verwaand gedraagt.",0,0,0,0,1
"Wel prijzig, wat de totale waarde nog meer naar beneden haalt.",0,0,1,0,0
"Garcon arrogant en degoutant, kan geen kritiek verdragen, en een baas (kok) die niet beweegt als er iets fout loopt.",0,0,0,0,1
Kregen rekening voor grote portie gamba's van 45 terwijl we kleine hadden besteld!!,0,0,0,0,1
Gamba's waren ok maar frieten waren niet te vreten (dik slap en in ou frutuurvet gebakken!!!),0,1,0,0,0
"Garcon, volg een cursus elementaire beleefdheid en klantvriendelijkheid ipv arrogantie en onbeleefdheid, maar dit zal door gebrek aan opvoeding zijn!",0,0,0,0,1
Ben hier al een paar keer gaan eten en telkens zelfde indruk: eten is wel goed maar zijn prijs niet waard.,0,1,1,0,0
Qua wijn hebben ze enkel de duurdere flessen.,0,0,1,0,0
En als je een goedkopere fles bestelt geven ze een onvoorstelbaar denigrerende blik.,0,0,0,0,1
Sympathiek zijn ze zeker niet.,0,0,0,0,1
"Het was leuk om hier iets kleins te eten, de keuken is wel traag maar als je niet gehaast bent is dit wel gezellig.",1,0,0,0,1
"Het eten is lekker, smaakvol en vers.",0,1,0,0,0
Hun brood is heerlijk en geserveerd als bij gerecht met boter.,0,1,0,0,0
"De dagsoep, vegetarisch, is warm, en gemaakt van seizoen groenten.",0,1,0,0,0
"Hun spaghetti bolo was correct, goed gekruid en met kaas geserveerd.",0,1,0,0,0
Terras is best aangenaam.,1,0,0,0,0
"Bediening is een beetje traag, maar vriendelijk.",0,0,0,0,1
Njam!,0,1,0,0,0
De chocoladetaart was alvast heel lekker.,0,1,0,0,0
"veel keuze, lekker en verzorgd, gemakkelijk parking te vinden aan de vrijdagsmarkt.",0,1,0,1,0
Ruime zaak met eindelijk eens degelijke tafels waar alles op past!,1,0,0,0,0
Met vrienden een gezellige en erg smakelijke avond beleefd in het Fonduehuis.,1,1,0,0,0
Verse vis en vlees.,0,1,0,0,0
Keurige huiswijn.,0,1,0,0,0
Prima prijs-kwaliteit-verhouding.,0,0,1,0,0
Erg vriendelijke bediening.,0,0,0,0,1
Veel te duur voor wat het waard is.,0,0,1,0,0
"Per toeval daar beland, mooi interieur, geen lange wachttijd ondanks drukke bezetting, net servies en glazen, voortreffelijke schotels, betaalbaar.",1,1,1,0,1
"Ribbetjes excellent gekruid, hartige sausjes.",0,1,0,0,0
"Niemand van het personeel die de moeite doet om ons naar een tafel te begeleiden, wegens te druk personeelsgesprek!",0,0,0,0,1
We kiezen zelf een plaatsje en na 5 min. komt de ober ons vriendelijk vertellen dat de keuken al gesloten is.,0,0,0,0,1
We hebben echt super lekker gegeten!,0,1,0,0,0
Uiteindelijk hebben we voor deze zaak gekozen omdat het er gezellig en proper uitzag.,1,0,0,0,0
"Hierop hebben we niet te lang moeten wachten, vlotte bediening.",0,0,0,0,1
"Vervolgens ribbetjes met honing, deze hebben ook niet lang op zich laten wachten.",0,0,0,0,1
"De ribbetjes à volonté waren super lekker, krokant en niet aangebrand.",0,1,0,0,0
Alles was prima in orde en dit voor een goede prijs.,0,1,1,0,0
De service is er vlot en goed en de ribbetjes zijn er heel lekker en niet zo vet als in eerder vermelde zaak.,0,1,0,0,1
"M.i. een aanrader, toch voor de chateaubriand bouquetière: meestal heerlijk vlees en overdaad inzake hoeveelheid, de groenten zwemmen in de boter maar smelten in je mond.",0,1,0,0,0
Jammer dat de wijnen recentelijk nog eens 10-15% opgeslagen zijn (een modale 2010 châteauneuf du pape kost er nu 90 euro).,0,0,1,0,0
"Het is er vaak druk en eerder rumoerig, vraag een plaatsje aan de guide michelins (max. 3 p.) of in de achterste zaal.",1,0,0,0,0
De bar/lounge met rokers-annex is gezellig en slaagt er elke avond in mensen te overtuigen om tevblijven plakken.,1,0,0,0,0
We waren hier reeds verscheidene malen geweest en wisten dat de kwaliteit van de steaks top is.,0,1,0,0,0
"Bij de reservatie hadden we gevraagd om in de veranda te kunnen zitten, dit was echter niet genoteerd.",0,0,0,0,1
"Al heel vlug kregen we een hapje (plakje ""Gentse Kop"") en werd onze bestelling opgenomen door een vriendelijke dame.",0,0,0,0,1
Na een tiental minuutjes kwamen de wijn en het water op tafel.,0,0,0,0,1
Niet veel later werd ook ons voorgerechtje geserveerd.,0,0,0,0,1
En toen ging de tijd heel langzaam.,0,0,0,0,1
"De tafel werd afgeruimd en het wachten op ons hoofdgerecht (filet puur: de ene bleu gebakken, de andere saignant) kon beginnen.",0,0,0,0,1
Ik vond dat we nog redelijk geduldig waren want pas na 1u30 wachten vroegen we of ons eten nog dezelfde avond zouden krijgen.,0,0,0,0,1
"Als antwoord kregen we: ""als ik eerlijk mag zijn, ik weet het echt niet"".",0,0,0,0,1
Toen we uiteindelijk om 21u45 (na 2u15 wachten) onze steak kregen was de steak (die bleu gebakken moest zijn) eigenlijk koud.,0,1,0,0,1
Onze vriendelijke dame heeft echter onmiddellijk ingegrepen en de steak terug meegenomen naar de keuken waarna hij perfect gebakken en warm werd geserveerd.,0,1,0,0,1
We hadden de chef reeds de hele avond klanten zien verwelkomen en praatjes zien slaan dus wilden we eigenlijk wel eens weten wat er aan de hand was (lange wachttijden).,0,0,0,0,1
Ze heeft ons gezegd dat ze het hem gevraagd had maar blijkbaar heeft hij zich niet de moeite getroost om tot bij ons te komen en enige uitleg te verschaffen.,0,0,0,0,1
Blijkbaar moet je op zijn minst BV zijn om met de chef te kunnen praten.,0,0,0,0,1
"Conclusie: kwaliteit was top maar zaakvoerder verlaagt zich niet om met gewone klanten te praten, hij laat liever de problemen oplossen door zijn personeel in plaats van zelf orde op zaken te stellen.",0,1,0,0,1
Heel zielig,0,0,0,0,1
Zeker de kreeft met de zes verschillende sausjes eens bestellen!,0,1,0,0,0
Uniek kader!!,1,0,0,0,0
"Een schitterend kader met uitzicht op de graslei (inderdaad, Coeur d'Artichaut is niet langer in Onderbergen gevestigd, maar op de Korenlei!).",1,0,0,0,0
"Het personeel is jong, spontaan, vriendelijk, en tegelijk voornaam.",0,0,0,0,1
"Alles begint met een glaasje uitgelezen Prosecco, en daarna begint het eigenlijke buffet: soep, koude voorgerechten, waarme voorgerechten, een speciaal stoofpotje van de chef (dit keer was het buikspek met trompettes de la mort), kaasschotel, zoete broodjes, dessert, een een chocoladefontein.",0,1,0,0,0
Het minder goede hoteleten als brunch,0,1,0,0,0
Mijn echtgenote was er heel de namiddag slecht van en zelf ook wee gevoel in de maag,0,1,0,0,0
35 euro per persoon voor minderwaardig eten -beperkte keuze als brunch,0,1,1,0,0
Enig pluspunt: vriendelljke bediening,0,0,0,0,1
Een piepklein authentiek Italiaans restaurant vlakbij de oude markt.,1,0,0,0,0
"Probeer de pizza 'whisky', een aanrader!",0,1,0,0,0
"Gezellig restaurant, plaatsen op kleine 3 verdiepingen met voldoende plaats.",1,0,0,0,0
"Snelle bediening, lekkere pizza's normale prijzen.",0,1,1,0,1
